,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
100,0.32249,0.30068,0.33573,0.28087,0.28977,0.17035,0.3724,0.15984,0.38235,0.31719,0.15945,0.2906,0.23444,0.18957,0.32884,0.18639,0.18236,0.16152,0.16992,0.11148,0.30686,0.30578,0.3385,0.32148,0.33609,0.36149,0.41792,0.37037,0.35837,0.36026,0.37466,0.37466,0.16526,0.16526,0.37038,0.30479,0.37469,0.20337,0.38078,0.19907,0.15945,0.2906,0.23444,0.18957,0.32884,0.35483,0.43953,0.61029,0.66021,0.40205,0.35472,0.6567,0.31811,0.38377,0.3504,0.4087,0.34568,0.46217,0.38308,0.42055,0.32148,0.33609,0.31364,0.30686,0.30578,0.40096,0.37749,0.39185,0.40096,0.34647,0.37466,0.16526,0.37466,0.16526,0.16526,0.30599,0.26305,0.3158,0.42767,0.42374,0.35683,0.37658,0.34266,0.37218,0.38412,0.29507,0.26785,0.32005,0.28521,0.31577,0.34663,0.34663,0.34663,0.34843,0.37038,0.3868,0.40285,0.31973,0.30616,0.24893,1.0,0.20811,0.17035,0.3724,0.15984,0.40144,0.23389,0.24668,0.12076,0.38579,0.25629,0.29813,0.3134,0.31362,0.31792,0.33283,0.37038,0.34843,0.35628,0.34056,0.31932,0.33185,0.40017,0.6567,0.40735,0.38294,0.37544,0.39929,0.34534,0.40307,0.34071,0.33578,0.33308,0.37042,0.38356,0.34174,0.33205,0.4503,0.33595,0.33832,0.32895,0.30312,0.30796,0.28127,0.3026,0.35151,0.35306,0.36757,0.34521,0.31684,0.19654,0.30626,0.29493,0.29211,0.29498,0.28699,0.38833,0.38484,0.36664,0.36945,0.26914,0.15945,0.2906,0.23444,0.18957,0.32884,0.30403,0.32306,0.32534,0.29533,0.32648,0.30616,0.26136,0.31973,0.41126,0.24893,0.32398,0.17803,0.17871,0.18487,0.18103,0.18155,0.39517,0.3788,0.39656,0.40932,0.37196
101,0.26827,0.23872,0.26609,0.21486,0.2426,0.72359,0.85346,0.79998,0.93663,0.21422,0.19449,0.27505,0.33707,0.20561,0.18834,0.0584,0.06907,0.06918,0.06015,0.05936,0.26414,0.26547,0.26595,0.26522,0.26263,0.25342,0.67386,0.26723,0.12663,0.26683,0.21319,0.21319,0.10369,0.10369,0.21345,0.44355,0.24239,0.23405,0.24342,0.233,0.19449,0.27505,0.33707,0.20561,0.18834,0.26797,0.30102,0.24983,0.23724,0.29116,0.28024,0.19944,0.28399,0.30976,0.26835,0.23092,0.2688,0.24527,0.13085,0.19025,0.26522,0.26263,0.26706,0.26414,0.26547,0.6199,0.23311,0.24099,0.6199,0.47237,0.21319,0.10369,0.21319,0.10369,0.10369,0.18573,0.13805,0.17165,0.1027,0.23995,0.21186,0.21928,0.20579,0.21519,0.6372,0.15699,0.14771,0.15124,0.15149,0.14165,0.21369,0.21369,0.21369,0.2134,0.21345,0.26979,0.26463,0.16113,0.16027,0.13913,0.19654,1.0,0.72359,0.85346,0.79998,0.25589,0.11671,0.12663,0.06803,0.23034,0.13489,0.16411,0.17691,0.17388,0.17455,0.17309,0.21345,0.2134,0.20671,0.212,0.14011,0.11818,0.35681,0.15535,0.34136,0.13257,0.13727,0.13717,0.13199,0.1335,0.12001,0.19134,0.1826,0.12071,0.13592,0.2064,0.19642,0.23245,0.18975,0.18003,0.27449,0.0969,0.26087,0.21717,0.24568,0.15461,0.42551,0.1537,0.43332,0.14983,0.07137,0.2114,0.18899,0.1946,0.19383,0.19882,0.23844,0.24326,0.23368,0.24221,0.19202,0.19449,0.27505,0.33707,0.20561,0.18834,0.26011,0.3106,0.29764,0.26884,0.34075,0.16027,0.14322,0.16113,0.26185,0.13913,0.282,0.08827,0.08517,0.08641,0.08448,0.0686,0.231,0.23258,0.23836,0.24039,0.53807
102,0.24631,0.21911,0.23404,0.21377,0.21575,1.0,0.73684,0.78655,0.72808,0.0932,0.2485,0.19495,0.37955,0.26196,0.19857,0.07543,0.05407,0.05254,0.05392,0.05714,0.2257,0.22862,0.22849,0.23894,0.23188,0.10299,0.63803,0.10515,0.09922,0.10207,0.1773,0.1773,0.12575,0.12575,0.17096,0.37838,0.23088,0.17901,0.22778,0.17995,0.2485,0.19495,0.37955,0.26196,0.19857,0.22246,0.08121,0.28813,0.0836,0.09093,0.11578,0.24701,0.25475,0.12001,0.18647,0.17152,0.09595,0.24958,0.09897,0.10819,0.23894,0.23188,0.2316,0.2257,0.22862,0.45117,0.4237,0.48123,0.45117,0.35107,0.1773,0.12575,0.1773,0.12575,0.12575,0.18019,0.12761,0.15549,0.08986,0.21141,0.17633,0.18485,0.14123,0.15691,0.18446,0.12244,0.12994,0.14199,0.1332,0.13406,0.15701,0.15701,0.15701,0.15918,0.17096,0.33075,0.23383,0.12525,0.13734,0.09392,0.07845,0.72359,1.0,0.73684,0.78655,0.21894,0.11722,0.06827,0.07373,0.23832,0.06174,0.1542,0.13409,0.13622,0.13516,0.13443,0.17096,0.15918,0.12121,0.16138,0.11827,0.10027,0.11814,0.25205,0.14302,0.10482,0.10373,0.10745,0.10665,0.10717,0.09579,0.095,0.09565,0.09692,0.09829,0.17355,0.17785,0.22655,0.17928,0.17101,0.24139,0.20748,0.22906,0.20421,0.21983,0.16157,0.16703,0.1638,0.31292,0.16325,0.05678,0.19269,0.16654,0.18278,0.1724,0.19063,0.22419,0.2131,0.21476,0.19823,0.15958,0.2485,0.19495,0.37955,0.26196,0.19857,0.24425,0.29347,0.23464,0.24885,0.25999,0.13734,0.11727,0.12525,0.2377,0.09392,0.24872,0.08732,0.08378,0.08523,0.08373,0.07321,0.21476,0.21399,0.20943,0.23511,0.2172
103,0.30241,0.26236,0.30432,0.24088,0.27098,0.73684,1.0,0.87868,0.86027,0.12998,0.19027,0.39009,0.37927,0.25222,0.18119,0.06642,0.07659,0.0777,0.06652,0.06535,0.27694,0.29563,0.29977,0.27378,0.29343,0.35162,0.73627,0.33959,0.15522,0.34624,0.21479,0.21479,0.10857,0.10857,0.21805,0.43173,0.25074,0.23499,0.25092,0.23596,0.19027,0.39009,0.37927,0.25222,0.18119,0.27202,0.29387,0.26475,0.25738,0.32653,0.36457,0.21054,0.31779,0.15068,0.14385,0.22323,0.13916,0.70731,0.13913,0.19488,0.27378,0.29343,0.29521,0.27694,0.29563,0.67608,0.62699,0.67569,0.67608,0.54897,0.21479,0.10857,0.21479,0.10857,0.10857,0.21688,0.15821,0.21035,0.26781,0.26073,0.23185,0.22408,0.21184,0.69343,0.73714,0.15693,0.17116,0.17187,0.17271,0.1646,0.21818,0.21818,0.21818,0.21738,0.21805,0.24335,0.28643,0.15998,0.17448,0.15403,0.19276,0.85346,0.73684,1.0,0.87868,0.25424,0.13703,0.14233,0.06482,0.21745,0.12696,0.19399,0.16483,0.16481,0.16714,0.16531,0.21691,0.21738,0.20496,0.21649,0.16332,0.27943,0.18068,0.16421,0.41405,0.14942,0.14859,0.14709,0.15133,0.14685,0.15086,0.27329,0.26834,0.27263,0.1434,0.23513,0.22374,0.2475,0.2125,0.21211,0.30597,0.26963,0.29025,0.23052,0.25809,0.47786,0.47301,0.17174,0.47921,0.15984,0.08357,0.2354,0.21547,0.21846,0.22025,0.22041,0.23541,0.23911,0.23154,0.23321,0.18665,0.19027,0.39009,0.37927,0.25222,0.18119,0.29982,0.36079,0.29196,0.31465,0.32889,0.17448,0.15032,0.15998,0.28042,0.15403,0.31532,0.10339,0.10123,0.10176,0.09922,0.0788,0.23754,0.239,0.2454,0.72778,0.60613
104,0.24527,0.25533,0.27056,0.21239,0.21737,0.78661,0.87863,1.0,0.80807,0.11707,0.2096,0.27761,0.38669,0.23428,0.17995,0.06116,0.07785,0.05256,0.05572,0.05964,0.2672,0.26948,0.27123,0.11606,0.26602,0.15541,0.7175,0.15503,0.1418,0.12182,0.21828,0.21828,0.10194,0.10194,0.21534,0.4073,0.25097,0.21797,0.25002,0.23721,0.2096,0.27761,0.38669,0.23428,0.17995,0.09534,0.26864,0.24005,0.0801,0.28954,0.16669,0.19556,0.13164,0.15971,0.15774,0.21572,0.15228,0.23849,0.16584,0.18409,0.11606,0.26602,0.26674,0.2672,0.26948,0.23578,0.23288,0.23763,0.23578,0.46367,0.21828,0.10194,0.21828,0.10194,0.10194,0.18917,0.1302,0.17254,0.24841,0.22695,0.23565,0.22959,0.23419,0.23231,0.23652,0.14523,0.15232,0.14038,0.15587,0.14025,0.20617,0.20617,0.20617,0.20362,0.21534,0.24899,0.09479,0.15115,0.15782,0.14781,0.08133,0.79998,0.78661,0.87863,1.0,0.25793,0.12087,0.12305,0.06976,0.22853,0.11262,0.16938,0.1428,0.14211,0.15284,0.14253,0.21484,0.21203,0.19336,0.21219,0.15033,0.13135,0.17325,0.0774,0.17224,0.15537,0.1443,0.14375,0.16492,0.15031,0.13379,0.14053,0.14343,0.15044,0.16174,0.20756,0.16684,0.22846,0.09334,0.19066,0.1232,0.24927,0.26805,0.20673,0.22331,0.17296,0.175,0.1729,0.17385,0.14597,0.07957,0.20881,0.17077,0.20171,0.17296,0.20276,0.23908,0.23465,0.23667,0.22795,0.19785,0.2096,0.27761,0.38669,0.23428,0.17995,0.13832,0.34169,0.12417,0.29422,0.29959,0.15782,0.13732,0.15115,0.09119,0.14781,0.28873,0.05448,0.0526,0.05345,0.05508,0.06948,0.23433,0.23464,0.24428,0.24196,0.22156
105,0.26403,0.27727,0.27388,0.2343,0.24856,0.21894,0.25176,0.2547,0.22189,0.30845,0.20564,0.19377,0.23093,0.24703,0.19652,0.1145,0.08879,0.08797,0.08876,0.06788,0.27312,0.28447,0.27767,0.26524,0.26151,0.47813,0.51492,0.45499,0.46666,0.4627,0.54629,0.54629,0.1163,0.1163,0.5589,0.24685,0.52177,0.24947,0.52404,0.23779,0.20564,0.19377,0.23093,0.24703,0.19652,0.2653,0.26873,0.26043,0.22443,0.27112,0.45937,0.25142,0.27574,0.44955,0.42528,0.76175,0.51251,0.64824,0.41736,0.58893,0.26524,0.26151,0.26608,0.27312,0.28447,0.46393,0.39839,0.45449,0.46393,0.34879,0.54629,0.1163,0.54629,0.1163,0.1163,0.23114,0.20016,0.24099,0.32145,0.34305,0.47268,0.49909,0.45552,0.44277,0.486,0.15932,0.18391,0.1933,0.18421,0.19826,0.70199,0.70199,0.70199,0.70487,0.5589,0.18453,0.29965,0.15425,0.17202,0.27826,0.20517,0.25588,0.21894,0.25176,0.2547,1.0,0.14942,0.1486,0.06441,0.48622,0.12513,0.22582,0.18841,0.18815,0.18746,0.18313,0.5589,0.70487,0.65542,0.66808,0.45826,0.34519,0.50302,0.22296,0.48472,0.42482,0.416,0.44352,0.44929,0.47243,0.49992,0.46016,0.45107,0.41016,0.49966,0.30214,0.28894,0.2968,0.29011,0.26425,0.27125,0.2814,0.27184,0.22752,0.24606,0.29393,0.29584,0.31003,0.30364,0.28235,0.094,0.24217,0.20656,0.21606,0.21018,0.21674,0.59085,0.63815,0.60042,0.60264,0.51966,0.20564,0.19377,0.23093,0.24703,0.19652,0.26426,0.32195,0.23298,0.27094,0.25457,0.17202,0.14861,0.15425,0.30222,0.27826,0.29326,0.10615,0.10552,0.10889,0.10581,0.09801,0.52684,0.52534,0.58307,0.52643,0.34677
106,0.84091,0.84485,0.83624,0.82647,0.84011,0.4789,0.57477,0.49326,0.48741,0.59781,0.3135,0.50231,0.40319,0.39179,0.43995,0.5435,0.48541,0.4366,0.4178,0.44939,0.81998,0.80666,0.84668,0.86246,0.87548,0.67926,0.61577,0.64971,0.69751,0.70301,0.67608,0.67608,0.30123,0.30123,0.69337,0.43584,0.43876,0.51082,0.43718,0.48063,0.3135,0.50231,0.40319,0.39179,0.43995,0.81826,0.69646,0.67241,0.60772,0.78911,0.76662,0.61144,0.85438,0.68595,0.76886,0.68959,0.59986,0.68017,0.63252,0.68099,0.86246,0.87548,0.85756,0.81998,0.80666,0.59029,0.58079,0.58841,0.59029,0.66931,0.67608,0.30123,0.67608,0.30123,0.30123,0.83886,0.67994,0.70129,0.69792,0.61057,0.69111,0.69286,0.66158,0.68845,0.69691,0.7976,0.92705,0.83617,0.89136,0.85009,0.68058,0.68058,0.68058,0.68299,0.69337,0.62567,0.77882,0.76268,0.81466,0.47119,0.50865,0.48908,0.4789,0.57477,0.49326,0.7016,1.0,0.90677,0.16233,0.75231,0.81116,0.76872,0.62931,0.6123,0.37646,0.4863,0.69337,0.68299,0.63614,0.67475,0.60005,0.77361,0.66206,0.61144,0.76886,0.65998,0.67345,0.69443,0.69004,0.69706,0.61053,0.59787,0.59999,0.61902,0.63394,0.76886,0.77361,0.77009,0.75987,0.76698,0.85531,0.85226,0.82233,0.82121,0.83461,0.67927,0.68527,0.71993,0.661,0.6923,0.50096,0.87921,0.84232,0.85787,0.82939,0.84495,0.68561,0.66214,0.658,0.63255,0.50799,0.3135,0.50231,0.40319,0.39179,0.43995,0.86946,0.85668,0.63094,0.8802,0.75101,0.81466,0.71809,0.76268,0.77087,0.47119,0.82717,0.60809,0.60013,0.60058,0.60294,0.54134,0.70482,0.69582,0.68493,0.68994,0.66837
107,0.83905,0.84616,0.81137,0.82593,0.81531,0.41178,0.60439,0.51037,0.53343,0.59111,0.30357,0.49647,0.40992,0.3798,0.43611,0.53998,0.48687,0.50307,0.42887,0.44108,0.86048,0.81139,0.85348,0.83971,0.85521,0.71356,0.60325,0.70202,0.69095,0.7196,0.65857,0.65857,0.29578,0.29578,0.65039,0.43966,0.45037,0.49986,0.45385,0.46828,0.30357,0.49647,0.40992,0.3798,0.43611,0.81148,0.71175,0.70057,0.64753,0.79273,0.714,0.58908,0.81986,0.67785,0.68505,0.6595,0.57999,0.66927,0.64047,0.68951,0.83971,0.85521,0.83648,0.86048,0.81139,0.61225,0.59235,0.60944,0.61225,0.67495,0.65857,0.29578,0.65857,0.29578,0.29578,0.81667,0.66164,0.6775,0.68239,0.59851,0.71167,0.70422,0.66306,0.71485,0.72337,0.78371,0.89255,0.84878,0.90669,0.84407,0.65282,0.65282,0.65282,0.65365,0.65039,0.63726,0.75972,0.78741,0.84516,0.47343,0.53689,0.53177,0.41178,0.60439,0.51037,0.69206,0.90682,1.0,0.15613,0.748,0.81018,0.587,0.49314,0.60495,0.37213,0.48647,0.65039,0.65365,0.59587,0.64984,0.55738,0.69168,0.6613,0.58908,0.68505,0.62618,0.62034,0.67821,0.67444,0.66591,0.58328,0.57657,0.57287,0.61525,0.62523,0.68505,0.69168,0.74079,0.72571,0.72277,0.8375,0.85266,0.85867,0.81453,0.81977,0.70788,0.71381,0.72652,0.67748,0.69508,0.26925,0.85332,0.84193,0.82434,0.83658,0.82362,0.69208,0.6555,0.65307,0.62881,0.49483,0.30357,0.49647,0.40992,0.3798,0.43611,0.86166,0.86791,0.72711,0.85754,0.79849,0.84516,0.73752,0.78741,0.74626,0.47343,0.80989,0.61291,0.60567,0.60497,0.59825,0.53955,0.72882,0.7264,0.71063,0.71886,0.69172
108,0.20804,0.19273,0.20762,0.2056,0.18289,0.1668,0.14837,0.15779,0.15175,0.13538,0.18656,0.11586,0.18039,0.17655,0.1466,0.07885,0.0701,0.06412,0.0716,0.06242,0.17829,0.21078,0.20259,0.20571,0.20315,0.16196,0.17213,0.16558,0.16504,0.12246,0.13943,0.13943,0.14022,0.14022,0.15418,0.16082,0.1485,0.13494,0.13842,0.13664,0.18656,0.11586,0.18039,0.17655,0.1466,0.16086,0.13509,0.13741,0.1471,0.1354,0.09515,0.18854,0.2062,0.10368,0.10571,0.12597,0.13713,0.17804,0.10879,0.11796,0.20571,0.20315,0.20855,0.17829,0.21078,0.14091,0.14486,0.14194,0.14091,0.12313,0.13943,0.14022,0.13943,0.14022,0.14022,0.1695,0.20775,0.16153,0.14169,0.11952,0.15073,0.15015,0.15685,0.13991,0.14377,0.10713,0.10526,0.09914,0.10559,0.09164,0.12301,0.12301,0.12301,0.1617,0.15418,0.17782,0.15376,0.07576,0.1026,0.10776,0.14609,0.14828,0.1668,0.14837,0.15779,0.15887,0.08614,0.08266,1.0,0.17022,0.08297,0.11553,0.09562,0.11529,0.10983,0.1147,0.15418,0.12441,0.11169,0.12249,0.14849,0.16448,0.15477,0.14468,0.1536,0.10393,0.10621,0.114,0.10868,0.10949,0.1347,0.15539,0.15924,0.10235,0.08901,0.14551,0.17131,0.11238,0.14303,0.13573,0.19674,0.18883,0.17423,0.20668,0.20892,0.1356,0.13252,0.1343,0.12863,0.13019,0.0737,0.15699,0.19548,0.1516,0.17256,0.1759,0.16607,0.14172,0.14729,0.16094,0.10538,0.18656,0.11586,0.18039,0.17655,0.1466,0.21644,0.1817,0.18082,0.19621,0.16904,0.1026,0.08934,0.07576,0.14834,0.10776,0.19873,0.07487,0.07489,0.07438,0.08036,0.0779,0.15668,0.15247,0.16248,0.15574,0.16726
109,0.33477,0.31441,0.3425,0.28475,0.2934,0.23736,0.21837,0.23531,0.23122,0.22154,0.19048,0.34046,0.27523,0.22224,0.19418,0.09529,0.09266,0.0915,0.09233,0.08259,0.3377,0.34283,0.34356,0.33418,0.32959,0.37384,0.54446,0.372,0.37364,0.3645,0.60896,0.60896,0.11614,0.11614,0.62866,0.26917,0.5918,0.23591,0.59336,0.23506,0.19048,0.34046,0.27523,0.22224,0.19418,0.3554,0.29584,0.2678,0.24858,0.34727,0.40899,0.21333,0.35231,0.41762,0.38964,0.55498,0.37731,0.62991,0.36593,0.52136,0.33418,0.32959,0.33907,0.3377,0.34283,0.69509,0.68184,0.69254,0.69509,0.66461,0.60896,0.11614,0.60896,0.11614,0.11614,0.24799,0.16822,0.22798,0.24105,0.22591,0.86057,0.85864,0.82027,0.83566,0.86098,0.16263,0.20114,0.18931,0.19962,0.18445,0.59634,0.59634,0.59634,0.59528,0.62866,0.22729,0.26587,0.16814,0.18621,0.286,0.19546,0.23038,0.23736,0.21837,0.23531,0.48607,0.15255,0.15406,0.07676,1.0,0.12736,0.22767,0.1871,0.18718,0.18955,0.18981,0.62866,0.59527,0.5159,0.59965,0.39351,0.32876,0.40165,0.15384,0.42161,0.38243,0.39052,0.39452,0.40388,0.38886,0.35933,0.32607,0.32346,0.31582,0.34655,0.23016,0.2179,0.25868,0.20421,0.24017,0.34212,0.2966,0.33699,0.28311,0.2918,0.59678,0.59481,0.57724,0.61665,0.57038,0.08144,0.28075,0.25262,0.25865,0.26393,0.26418,0.86617,0.82414,0.83602,0.82449,0.63232,0.19048,0.34046,0.27523,0.22224,0.19418,0.38881,0.44347,0.33579,0.40188,0.36564,0.18621,0.15903,0.16814,0.2852,0.286,0.35434,0.103,0.10489,0.1051,0.10284,0.09917,0.89765,0.88335,0.88863,0.87019,0.84288
110,0.70902,0.74443,0.69576,0.7328,0.73196,0.38331,0.54104,0.46552,0.53725,0.48,0.28524,0.43395,0.29649,0.34464,0.38331,0.46167,0.43678,0.38485,0.37855,0.29403,0.68516,0.69258,0.68997,0.74674,0.75894,0.58613,0.55372,0.5791,0.5997,0.59187,0.56284,0.56284,0.25728,0.25728,0.56414,0.44377,0.45102,0.55175,0.48293,0.5389,0.28524,0.43395,0.29649,0.34464,0.38331,0.70581,0.74375,0.61437,0.54189,0.69734,0.64907,0.51698,0.74305,0.59385,0.64952,0.5726,0.50146,0.58029,0.54112,0.58277,0.74674,0.75894,0.75325,0.68516,0.69258,0.6067,0.59938,0.59946,0.6067,0.58754,0.56284,0.25728,0.56284,0.25728,0.25728,0.73172,0.58119,0.59692,0.58848,0.50821,0.59486,0.59433,0.55905,0.59506,0.60373,0.86655,0.78225,0.71556,0.77358,0.73426,0.55967,0.55967,0.55967,0.56229,0.56414,0.64953,0.72534,0.83191,0.78562,0.40724,0.55337,0.55982,0.38331,0.54104,0.46552,0.58793,0.81116,0.81018,0.15681,0.61824,1.0,0.5023,0.52556,0.51983,0.68309,0.65393,0.56414,0.56229,0.51768,0.5586,0.48149,0.65085,0.54774,0.51698,0.64952,0.55163,0.55069,0.56487,0.57731,0.5704,0.50151,0.49605,0.49473,0.52109,0.53317,0.64952,0.65085,0.65085,0.63564,0.64838,0.72955,0.74048,0.68051,0.72115,0.71839,0.52325,0.60676,0.63478,0.58861,0.60129,0.2874,0.75979,0.70999,0.74651,0.73263,0.74405,0.58391,0.55615,0.55244,0.53742,0.41972,0.28524,0.43395,0.29649,0.34464,0.38331,0.77602,0.76082,0.78984,0.78069,0.84308,0.78562,0.72993,0.83191,0.71615,0.40724,0.73676,0.52818,0.52665,0.51649,0.5202,0.47438,0.60248,0.59599,0.58851,0.59123,0.5739
111,0.61605,0.66003,0.64752,0.56674,0.6081,0.40741,0.53491,0.45133,0.42415,0.46299,0.22873,0.47798,0.37154,0.30129,0.33026,0.2854,0.2354,0.20311,0.25451,0.20945,0.61156,0.62556,0.63975,0.63015,0.63776,0.55782,0.36315,0.54439,0.58007,0.58132,0.69472,0.69472,0.27065,0.27065,0.70832,0.39215,0.41703,0.358,0.42083,0.3323,0.22873,0.47798,0.37154,0.30129,0.33026,0.63837,0.58964,0.58437,0.53052,0.62686,0.60474,0.53035,0.63299,0.59512,0.59738,0.6267,0.50387,0.64714,0.50011,0.58972,0.63015,0.63776,0.62795,0.61156,0.62556,0.52531,0.52898,0.53138,0.52531,0.55569,0.69472,0.27065,0.69472,0.27065,0.27065,0.61105,0.51226,0.56583,0.65762,0.49898,0.61644,0.6201,0.59397,0.59809,0.6166,0.44797,0.50155,0.59411,0.52315,0.58127,0.7122,0.7122,0.7122,0.71525,0.70832,0.45024,0.63623,0.45207,0.50098,0.36656,0.43585,0.45107,0.40741,0.53491,0.45133,0.63411,0.4694,0.37545,0.14469,0.67922,0.31815,1.0,0.77315,0.76708,0.76872,0.72496,0.70832,0.71525,0.61516,0.70569,0.53513,0.58878,0.51445,0.53035,0.56725,0.54535,0.54791,0.53372,0.49901,0.57436,0.49125,0.47251,0.46969,0.47944,0.51481,0.59236,0.58878,0.60379,0.61473,0.58649,0.62461,0.64316,0.6119,0.58157,0.60141,0.53268,0.53593,0.5657,0.53617,0.52646,0.29465,0.62523,0.58084,0.61302,0.5901,0.61373,0.65301,0.6438,0.64452,0.61215,0.45492,0.22873,0.47798,0.37154,0.30129,0.33026,0.64146,0.70297,0.5194,0.69297,0.58212,0.50098,0.47461,0.45207,0.63927,0.36656,0.61351,0.16475,0.16361,0.31071,0.16646,0.16659,0.64319,0.6389,0.64512,0.63102,0.59899
