,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniref30_0,default_uniref30_1,default_uniref30_2,default_uniref30_3,default_uniref30_4,default_uniref30_5,default_uniref30_6,default_uniref30_7,default_uniref30_8,default_uniref30_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_2_0,iter_2_1,iter_2_2,iter_2_3,iter_2_4,iter_2_5,iter_2_6,iter_2_7,iter_2_8,iter_2_9,iter_3_0,iter_3_1,iter_3_2,iter_3_3,iter_3_4,iter_3_5,iter_3_6,iter_3_7,iter_3_8,iter_3_9,iter_4_0,iter_4_1,iter_4_2,iter_4_3,iter_4_4,iter_4_5,iter_4_6,iter_4_7,iter_4_8,iter_4_9,iter_5_0,iter_5_1,iter_5_2,iter_5_3,iter_5_4,iter_5_5,iter_5_6,iter_5_7,iter_5_8,iter_5_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
118,0.91579,0.9167,0.91892,0.91577,0.91731,0.91734,0.91736,0.91958,0.91951,0.91724,0.91762,0.9191,0.91918,0.92038,0.92042,0.91307,0.91682,0.91724,0.91677,0.91955,0.92024,0.91768,0.91884,0.91761,0.92027,0.91681,0.91796,0.91763,0.91665,0.91564,0.91546,0.92004,0.91969,0.91847,0.91726,0.9167,0.9176,0.91778,0.91729,0.91852,0.9162,0.91931,0.91906,0.91774,0.91834,0.91668,0.91665,0.91506,0.91908,0.91648,0.91761,0.91473,0.92002,0.92101,0.92136,0.91646,0.91678,0.91762,0.91744,0.91686,0.91779,0.91706,0.91647,0.91745,0.91913,0.91644,0.91769,0.91839,0.91834,0.91719,0.91682,0.91814,0.91514,0.92024,0.91932,0.92295,0.91624,0.92301,0.92281,0.92328,0.91993,0.92287,0.92113,0.92184,0.92297,0.92167,0.92175,0.99873,0.99171,0.99594,0.99178,0.92245,0.99823,0.9241,0.92244,0.91534,0.91569,0.99654,0.99642,0.99961,0.99967,0.92338,0.91811,0.91821,0.9232,0.91697,0.99513,0.91618,0.99801,0.9983,0.99959,0.92118,0.92462,0.91798,0.91736,0.91608,0.99782,0.99825,1.0,0.99972,0.92322,0.92516,0.91827,0.92049,0.91646,0.91617,0.91639,0.91638,0.91653,0.91657,0.91913,0.91893,0.99049,0.99718,0.99743,0.92221,0.92229,0.9224,0.92297,0.92314,0.91959,0.91955,0.91695,0.91945,0.9195,0.91702,0.91919,0.91918,0.92014,0.9202,0.99535,0.92189,0.99618,0.91915,0.91853,0.92204,0.92276,0.92261,0.92276,0.92309,0.91911,0.91964,0.89477,0.91197,0.91384,0.96404,0.91882,0.9158,0.91429,0.92191,0.99623,0.99646,0.92128,0.99571,0.99189,0.92122,0.92273,0.92122,0.92274,0.92234,0.91959,0.92014,0.91688,0.91728,0.97675,0.91999,0.91942,0.89857,0.92151,0.92248,0.99621,0.99647,0.36939,0.92059,0.92107,0.91942,0.92115,0.92059,0.92248,0.92233,0.99253,0.9221,0.99551,0.99273,0.92243,0.99342,0.92214,0.9224,0.92293,0.92262,0.92039,0.92051,0.92247,0.99258,0.92067,0.92062,0.92306,0.92079,0.92249,0.92092,0.99621,0.99642,0.98952,0.99207,0.99435,0.92108,0.92017,0.92111,0.92165,0.91893
119,0.91538,0.91628,0.91848,0.91536,0.91696,0.91716,0.91718,0.91936,0.91928,0.91704,0.91742,0.91894,0.91902,0.92017,0.92021,0.9128,0.91648,0.91685,0.91632,0.91928,0.91999,0.91738,0.91872,0.9172,0.92016,0.91638,0.91747,0.91725,0.9162,0.91526,0.91503,0.91964,0.91926,0.91815,0.91691,0.91631,0.91719,0.91739,0.91684,0.91822,0.9158,0.91904,0.91877,0.91751,0.91806,0.91635,0.91627,0.91459,0.91876,0.91611,0.9172,0.91451,0.91971,0.92093,0.92132,0.91603,0.91636,0.91719,0.91702,0.91653,0.91735,0.91678,0.91604,0.9171,0.91873,0.91601,0.91729,0.91791,0.91795,0.91683,0.9164,0.91772,0.91469,0.91982,0.91896,0.92293,0.91584,0.92278,0.92266,0.92311,0.91956,0.92267,0.92117,0.92175,0.92298,0.9216,0.92175,0.99868,0.99186,0.99688,0.9914,0.92242,0.99867,0.92443,0.92242,0.91518,0.9155,0.99682,0.99664,0.99907,0.99924,0.92331,0.9179,0.91801,0.92311,0.91688,0.99572,0.91601,0.9976,0.99803,0.99965,0.92149,0.92456,0.91773,0.91715,0.91593,0.99807,0.99781,0.99972,1.0,0.92309,0.92602,0.9181,0.92026,0.91624,0.91574,0.916,0.91598,0.91614,0.91617,0.91911,0.91894,0.99105,0.99726,0.99715,0.92236,0.92237,0.92254,0.92296,0.92314,0.91939,0.91936,0.91678,0.91935,0.9194,0.91686,0.91908,0.91906,0.91999,0.92006,0.9957,0.92182,0.99674,0.91907,0.91847,0.92212,0.92293,0.9226,0.92282,0.92329,0.91874,0.9192,0.89431,0.91133,0.91338,0.96466,0.91866,0.9155,0.91401,0.92189,0.99622,0.99655,0.92117,0.99507,0.99279,0.92114,0.92274,0.92116,0.92281,0.92224,0.91923,0.91975,0.91668,0.9171,0.97683,0.91962,0.91927,0.89835,0.92135,0.92245,0.99623,0.99698,0.36973,0.92047,0.92099,0.9194,0.92104,0.92046,0.92248,0.92247,0.993,0.92201,0.99603,0.99242,0.92239,0.99314,0.92247,0.92251,0.92305,0.92264,0.92033,0.92048,0.92248,0.99338,0.92054,0.92048,0.92334,0.92066,0.92255,0.9208,0.99643,0.99669,0.99024,0.99257,0.99521,0.9211,0.92008,0.9211,0.92189,0.91904
120,0.99137,0.99199,0.99312,0.98854,0.98945,0.98985,0.98989,0.99304,0.99297,0.98989,0.99021,0.99191,0.99201,0.99334,0.99339,0.98599,0.99099,0.99242,0.98914,0.99253,0.99414,0.99024,0.98943,0.99021,0.99074,0.98983,0.9925,0.99022,0.98885,0.98848,0.98814,0.99374,0.99318,0.99168,0.99045,0.99201,0.98995,0.99029,0.98975,0.99032,0.98846,0.99124,0.99137,0.99101,0.99191,0.98796,0.99079,0.98765,0.99215,0.98911,0.98985,0.98708,0.99542,0.99408,0.99454,0.99187,0.99202,0.9924,0.98983,0.98997,0.99029,0.99015,0.98891,0.99227,0.99191,0.98941,0.99257,0.99279,0.99073,0.99054,0.98916,0.99155,0.98767,0.99362,0.99166,0.99544,0.98919,0.9955,0.99649,0.99668,0.9942,0.99739,0.99325,0.99471,0.99541,0.99344,0.99359,0.9216,0.91527,0.92044,0.91506,0.99808,0.92135,0.9874,0.99757,0.98735,0.98768,0.92106,0.92098,0.92326,0.92309,0.99919,0.98832,0.98793,0.99912,0.98915,0.92063,0.98816,0.92397,0.92448,0.92317,0.99412,0.99831,0.98993,0.98871,0.98808,0.92092,0.9241,0.92322,0.92309,1.0,0.98016,0.98831,0.99279,0.98877,0.99163,0.99181,0.99183,0.99203,0.99207,0.99269,0.9928,0.92013,0.92044,0.92088,0.99504,0.99523,0.99447,0.99607,0.99616,0.99279,0.99276,0.98947,0.99228,0.99236,0.98956,0.99203,0.99204,0.99324,0.99327,0.91771,0.9943,0.92011,0.99354,0.99258,0.9946,0.9928,0.99624,0.99611,0.98116,0.99327,0.99324,0.96877,0.9859,0.988,0.89227,0.99349,0.98997,0.98037,0.99728,0.91844,0.91969,0.99466,0.92036,0.91736,0.99328,0.99536,0.9935,0.99476,0.99644,0.99283,0.99368,0.99223,0.9925,0.90984,0.99324,0.99484,0.97233,0.99509,0.99598,0.91813,0.92046,0.38639,0.9927,0.99419,0.99373,0.99493,0.99178,0.99458,0.99485,0.91651,0.99466,0.91956,0.91751,0.99654,0.91876,0.98896,0.99301,0.99004,0.9962,0.99483,0.9947,0.99545,0.91995,0.99374,0.99457,0.9887,0.99271,0.99458,0.99262,0.92041,0.92046,0.91711,0.92118,0.91877,0.99289,0.99553,0.9918,0.99439,0.98918
121,0.97335,0.9737,0.97347,0.96727,0.96999,0.97187,0.9719,0.97445,0.97436,0.97153,0.97188,0.97408,0.97423,0.97506,0.9751,0.96572,0.97538,0.97437,0.96981,0.97407,0.97987,0.96977,0.97583,0.97072,0.9781,0.96928,0.9734,0.97136,0.97097,0.96923,0.96909,0.97527,0.97514,0.97077,0.9695,0.97409,0.97082,0.97073,0.97096,0.97373,0.97008,0.97385,0.97336,0.97085,0.97171,0.97093,0.97488,0.96858,0.97341,0.96815,0.97169,0.96633,0.97871,0.98226,0.98277,0.97359,0.97361,0.97433,0.97001,0.96921,0.97152,0.96984,0.97006,0.97489,0.97345,0.96937,0.97504,0.97331,0.97222,0.96962,0.97043,0.97081,0.96909,0.97514,0.97345,0.97986,0.97211,0.97888,0.97801,0.97915,0.97408,0.97797,0.97748,0.97732,0.98019,0.97807,0.97812,0.92581,0.91772,0.92784,0.91804,0.97863,0.92579,0.9795,0.9785,0.97153,0.97206,0.92852,0.92875,0.92475,0.92518,0.97982,0.97529,0.97573,0.97991,0.97369,0.92915,0.97245,0.92606,0.92587,0.92571,0.9862,0.98043,0.97571,0.97506,0.97234,0.92605,0.9257,0.92516,0.92602,0.98016,1.0,0.97601,0.97618,0.97259,0.97351,0.97384,0.97387,0.97396,0.97396,0.97452,0.97448,0.92604,0.9254,0.92496,0.9803,0.97994,0.98059,0.97882,0.97918,0.97446,0.97445,0.97163,0.97448,0.97456,0.9717,0.9744,0.97433,0.97527,0.97533,0.9245,0.97887,0.92571,0.9736,0.97371,0.98081,0.98281,0.97918,0.98044,0.97538,0.9741,0.97432,0.9513,0.96691,0.97083,0.89864,0.97609,0.97088,0.96738,0.98062,0.92415,0.92444,0.9782,0.92149,0.92518,0.97814,0.98077,0.97857,0.98147,0.97691,0.9745,0.9748,0.97507,0.97541,0.91358,0.97429,0.97697,0.95407,0.97813,0.97755,0.92389,0.92624,0.3865,0.97624,0.97759,0.97506,0.97719,0.9763,0.97973,0.98106,0.92262,0.9791,0.92491,0.91914,0.97942,0.91999,0.98403,0.98007,0.97978,0.98004,0.97636,0.97592,0.9779,0.92623,0.97687,0.97645,0.9802,0.97735,0.97838,0.97857,0.92531,0.92534,0.92278,0.92424,0.92636,0.97807,0.97754,0.97749,0.98156,0.97705
122,0.97963,0.98068,0.98282,0.98256,0.98467,0.98314,0.98314,0.98227,0.98221,0.9825,0.9829,0.98191,0.98196,0.98325,0.98329,0.98077,0.97945,0.98149,0.9849,0.98767,0.98358,0.98441,0.98708,0.98569,0.98764,0.98317,0.98259,0.98445,0.98325,0.98201,0.98234,0.98546,0.98545,0.98447,0.98434,0.98076,0.98468,0.98491,0.98253,0.98125,0.98234,0.98702,0.988,0.98458,0.98552,0.98215,0.97947,0.98288,0.98742,0.98417,0.98482,0.98305,0.98493,0.98559,0.98602,0.98052,0.98084,0.98213,0.9846,0.98372,0.98316,0.98361,0.98344,0.98215,0.98445,0.98314,0.982,0.98282,0.98422,0.98454,0.98237,0.9853,0.98157,0.98582,0.98542,0.98663,0.99292,0.98758,0.98602,0.98601,0.9899,0.98653,0.98438,0.98574,0.98726,0.9852,0.98493,0.91669,0.92508,0.91684,0.92506,0.98797,0.91632,0.98824,0.98852,0.98998,0.99084,0.91535,0.91497,0.91853,0.91829,0.98925,0.9998,0.9999,0.98904,0.98994,0.9147,0.99143,0.91627,0.91713,0.91858,0.98708,0.98993,0.99931,0.99916,0.99029,0.91803,0.91699,0.91827,0.9181,0.98831,0.97601,1.0,0.99812,0.99341,0.98004,0.98018,0.98013,0.98028,0.98025,0.98154,0.98152,0.91672,0.91672,0.91684,0.98535,0.98549,0.98737,0.9905,0.99076,0.98201,0.98198,0.98261,0.98169,0.98173,0.98269,0.98175,0.98177,0.98295,0.98311,0.9174,0.98619,0.91757,0.98448,0.9832,0.98902,0.99035,0.98788,0.98736,0.9853,0.98304,0.985,0.97365,0.98945,0.99308,0.9048,0.98266,0.99401,0.99362,0.98699,0.91782,0.91807,0.98415,0.91522,0.9132,0.98568,0.98955,0.98593,0.9898,0.98856,0.98489,0.98557,0.98073,0.98138,0.91897,0.98622,0.98329,0.96502,0.98807,0.98725,0.91761,0.91741,0.38464,0.98445,0.98358,0.98202,0.98557,0.98492,0.98939,0.98978,0.91471,0.98661,0.91678,0.91243,0.98693,0.91343,0.98899,0.98992,0.99028,0.98851,0.98214,0.9827,0.98836,0.91688,0.98343,0.98465,0.98916,0.9855,0.99099,0.98738,0.91753,0.91755,0.91127,0.91355,0.915,0.98346,0.9838,0.98413,0.98751,0.98259
123,0.98429,0.98529,0.98775,0.98647,0.98846,0.98734,0.98734,0.9873,0.98725,0.98697,0.98734,0.98691,0.98698,0.98827,0.98829,0.98447,0.98377,0.98587,0.98884,0.99153,0.9877,0.98838,0.98989,0.98964,0.99088,0.98749,0.98736,0.98864,0.98785,0.98664,0.98692,0.99,0.99006,0.98874,0.98807,0.98539,0.98886,0.98893,0.98748,0.98574,0.98718,0.99105,0.9916,0.98841,0.98945,0.98592,0.98371,0.98714,0.99124,0.98781,0.98914,0.98617,0.98935,0.9891,0.98954,0.98507,0.98535,0.9865,0.98865,0.98773,0.98805,0.98755,0.98803,0.98655,0.98898,0.98741,0.98649,0.9877,0.98871,0.98826,0.98732,0.9892,0.98642,0.99044,0.9899,0.99097,0.99393,0.99196,0.9909,0.99101,0.9935,0.9913,0.98832,0.99002,0.99134,0.98894,0.98874,0.91905,0.9233,0.91873,0.92342,0.99205,0.91866,0.98892,0.99245,0.99048,0.99132,0.91729,0.91701,0.92065,0.92051,0.9933,0.99816,0.99792,0.99318,0.99177,0.91673,0.99181,0.91855,0.91929,0.92073,0.9901,0.99432,0.99853,0.99822,0.99111,0.91973,0.91909,0.92049,0.92026,0.99279,0.97618,0.99812,1.0,0.9935,0.98465,0.98475,0.98474,0.98491,0.98488,0.98613,0.98614,0.9184,0.91852,0.91871,0.98977,0.99009,0.9913,0.99427,0.99443,0.98704,0.987,0.9868,0.98686,0.98689,0.98687,0.98681,0.98683,0.98791,0.98808,0.91883,0.99039,0.91927,0.98857,0.98724,0.99247,0.99236,0.99236,0.99181,0.9846,0.9878,0.98964,0.97383,0.99095,0.99391,0.9011,0.98722,0.99473,0.99123,0.9912,0.91925,0.91955,0.98916,0.91698,0.91556,0.9896,0.9931,0.98984,0.99305,0.99249,0.9895,0.99015,0.98538,0.98594,0.91728,0.99041,0.98781,0.96879,0.99205,0.99169,0.91903,0.91903,0.38488,0.98857,0.98841,0.98653,0.99027,0.98834,0.99269,0.9928,0.91626,0.99069,0.91847,0.91402,0.99173,0.91514,0.98924,0.99247,0.99165,0.99269,0.98669,0.98723,0.99263,0.91851,0.98827,0.9895,0.98986,0.98924,0.99408,0.9906,0.91946,0.91955,0.91366,0.91554,0.91683,0.98747,0.98816,0.98758,0.99116,0.98583
124,0.9798,0.98158,0.98367,0.98554,0.98608,0.98566,0.9857,0.98523,0.98515,0.98544,0.98583,0.98506,0.98506,0.98626,0.98631,0.9865,0.98288,0.98233,0.98454,0.98948,0.98809,0.98866,0.99025,0.98543,0.99014,0.98449,0.98313,0.98456,0.98269,0.98239,0.98233,0.98603,0.98565,0.9886,0.98887,0.98113,0.98541,0.9857,0.98192,0.98549,0.98217,0.98832,0.98944,0.98893,0.98939,0.98655,0.98305,0.98197,0.98892,0.98812,0.98415,0.98807,0.98613,0.98792,0.9885,0.98104,0.98142,0.98224,0.98508,0.9865,0.98252,0.98704,0.98303,0.98267,0.98491,0.98399,0.98182,0.98356,0.98439,0.98913,0.98239,0.98936,0.98118,0.9863,0.98628,0.99193,0.99742,0.99217,0.98872,0.98998,0.99282,0.99068,0.99307,0.99267,0.992,0.99374,0.99369,0.91409,0.92287,0.91412,0.92119,0.99154,0.91339,0.97964,0.99161,0.99908,0.99926,0.91253,0.91186,0.91663,0.9159,0.99039,0.99278,0.99282,0.98994,0.9985,0.9112,0.99958,0.91388,0.91502,0.91622,0.98508,0.98982,0.99482,0.99264,0.99916,0.91625,0.91504,0.91646,0.91624,0.98877,0.97259,0.99341,0.9935,1.0,0.98059,0.98085,0.98078,0.98089,0.98092,0.98761,0.98741,0.91466,0.9149,0.91522,0.98799,0.98813,0.98991,0.98994,0.98986,0.98492,0.98486,0.98488,0.98532,0.98538,0.98502,0.9854,0.98537,0.9861,0.98631,0.91348,0.99128,0.91534,0.98539,0.98627,0.98821,0.98629,0.98549,0.98774,0.97614,0.98405,0.9851,0.97535,0.98905,0.99259,0.90322,0.9834,0.99594,0.98401,0.98919,0.91428,0.91567,0.98673,0.91315,0.90849,0.99072,0.99049,0.99055,0.98965,0.98636,0.98534,0.98603,0.98064,0.98114,0.91502,0.98629,0.98408,0.96534,0.98758,0.98845,0.91441,0.91485,0.38251,0.98887,0.98649,0.98754,0.9851,0.98934,0.99091,0.98928,0.91046,0.99123,0.91426,0.91153,0.98661,0.91243,0.98392,0.98932,0.98536,0.98597,0.98848,0.98928,0.99066,0.91463,0.98548,0.98426,0.98243,0.99116,0.98897,0.99064,0.91426,0.91403,0.90698,0.91028,0.91205,0.98898,0.98512,0.9877,0.98794,0.98066
125,0.99988,0.99984,0.99831,0.99113,0.99222,0.99294,0.99292,0.99624,0.99625,0.99209,0.99203,0.99485,0.99481,0.99527,0.99525,0.97788,0.99793,0.99941,0.99227,0.9882,0.99247,0.98502,0.98394,0.99313,0.98576,0.99437,0.99879,0.99364,0.99362,0.99214,0.99241,0.99704,0.99693,0.99045,0.98814,0.99989,0.99339,0.99322,0.99459,0.99448,0.99327,0.99178,0.99024,0.99006,0.98938,0.9919,0.99796,0.99227,0.9892,0.98419,0.99401,0.98157,0.99585,0.99163,0.99113,0.99991,0.99982,0.99866,0.99307,0.99192,0.9951,0.99117,0.99366,0.99853,0.99625,0.99432,0.99911,0.99848,0.99482,0.98661,0.99363,0.9874,0.99267,0.99668,0.99514,0.98798,0.98297,0.98924,0.99392,0.99289,0.99052,0.99204,0.98328,0.98697,0.98773,0.98541,0.98551,0.91461,0.90664,0.91084,0.90817,0.98859,0.91574,0.97788,0.98827,0.9782,0.97899,0.91348,0.9152,0.91661,0.91668,0.99011,0.98051,0.97987,0.99007,0.98001,0.91455,0.98041,0.91643,0.91705,0.9163,0.98781,0.99134,0.98241,0.98164,0.97919,0.91102,0.91597,0.91617,0.91574,0.99163,0.97351,0.98004,0.98465,0.98059,1.0,0.99994,0.99996,0.99995,0.99995,0.99048,0.98981,0.91252,0.91299,0.91533,0.99223,0.99228,0.98707,0.98966,0.98994,0.99618,0.99618,0.99309,0.99395,0.99388,0.99306,0.99415,0.99423,0.99466,0.9946,0.91132,0.98876,0.91417,0.99262,0.99172,0.98762,0.98617,0.99435,0.99278,0.97637,0.99797,0.99669,0.96744,0.98931,0.98445,0.8903,0.99879,0.98146,0.97521,0.99012,0.91265,0.91238,0.99308,0.918,0.916,0.98808,0.98837,0.988,0.98749,0.99141,0.99646,0.99657,0.99922,0.99918,0.9115,0.99523,0.99852,0.97433,0.99424,0.99318,0.91189,0.91243,0.37987,0.99323,0.99485,0.99243,0.99557,0.99215,0.98943,0.98716,0.91176,0.99025,0.91629,0.91603,0.99435,0.91711,0.98163,0.98824,0.98486,0.99346,0.99346,0.99233,0.99008,0.91179,0.99495,0.99599,0.97993,0.98651,0.98872,0.98704,0.91344,0.91386,0.91801,0.92008,0.91054,0.99139,0.99529,0.99192,0.98807,0.99013
126,0.99986,0.99981,0.99825,0.99133,0.99248,0.99304,0.99302,0.99628,0.99627,0.99193,0.9919,0.99482,0.99478,0.99534,0.99531,0.97794,0.99779,0.99939,0.99203,0.98811,0.99233,0.98489,0.9838,0.99299,0.9857,0.9943,0.99861,0.99364,0.99334,0.99174,0.992,0.99711,0.99689,0.99055,0.98819,0.99985,0.99348,0.99336,0.99419,0.99417,0.99289,0.99191,0.99035,0.99025,0.98945,0.99174,0.99786,0.99185,0.98917,0.98409,0.9938,0.98169,0.99569,0.99152,0.99117,0.99984,0.99989,0.99883,0.99323,0.99205,0.99482,0.99128,0.9934,0.99874,0.99639,0.99419,0.99916,0.99833,0.99484,0.98666,0.99327,0.98732,0.9922,0.99668,0.99525,0.98844,0.98289,0.98932,0.99432,0.99307,0.99091,0.99242,0.98365,0.98745,0.98821,0.98562,0.98581,0.91468,0.90684,0.91128,0.90815,0.98899,0.91577,0.9783,0.98873,0.97839,0.97918,0.91386,0.91551,0.91682,0.9168,0.99045,0.98057,0.97994,0.99034,0.98025,0.91484,0.98065,0.91663,0.91732,0.91642,0.98793,0.99145,0.98248,0.98157,0.97939,0.91143,0.91629,0.91639,0.916,0.99181,0.97384,0.98018,0.98475,0.98085,0.99994,1.0,0.99999,0.99998,0.99997,0.99117,0.99052,0.91318,0.91342,0.91571,0.9925,0.99251,0.98764,0.99006,0.99033,0.99626,0.99627,0.99318,0.99381,0.99375,0.99315,0.99412,0.9942,0.99474,0.99469,0.91169,0.98888,0.91433,0.99321,0.99232,0.98819,0.98671,0.99455,0.99302,0.97688,0.99815,0.99665,0.96748,0.98891,0.98415,0.89026,0.99884,0.98126,0.97471,0.99019,0.91306,0.91277,0.9929,0.91846,0.91589,0.98795,0.98887,0.98785,0.98798,0.99187,0.99639,0.99655,0.99914,0.99911,0.9111,0.99499,0.99868,0.97448,0.9944,0.99314,0.91232,0.91294,0.38027,0.99334,0.99486,0.99297,0.99552,0.99222,0.98987,0.98773,0.91211,0.99038,0.91641,0.91663,0.99453,0.91769,0.98227,0.9887,0.98534,0.99361,0.99386,0.99278,0.99049,0.91234,0.99488,0.99594,0.98049,0.98631,0.9892,0.98684,0.91361,0.91393,0.91785,0.92028,0.91109,0.99135,0.99554,0.99198,0.98857,0.98989
127,0.99987,0.99981,0.99829,0.99123,0.99238,0.99302,0.99299,0.99629,0.99629,0.99201,0.99197,0.99488,0.99484,0.99534,0.99531,0.97789,0.99783,0.99938,0.99208,0.98817,0.9924,0.98491,0.98386,0.993,0.98575,0.99431,0.99868,0.99366,0.99346,0.99187,0.99212,0.9971,0.99692,0.9905,0.98815,0.99987,0.99346,0.99331,0.99432,0.99429,0.993,0.99187,0.99032,0.99019,0.98944,0.99178,0.99787,0.99197,0.9892,0.98408,0.99384,0.98159,0.99575,0.99159,0.99121,0.99984,0.99985,0.99876,0.99317,0.992,0.99491,0.99126,0.99347,0.99867,0.99634,0.99423,0.99915,0.99839,0.99485,0.98663,0.99338,0.98734,0.99235,0.99669,0.99521,0.98838,0.98293,0.98934,0.99427,0.9931,0.99082,0.99237,0.98361,0.98736,0.98814,0.98562,0.98578,0.91476,0.90675,0.91123,0.90814,0.98893,0.91587,0.97827,0.98865,0.97835,0.97916,0.91384,0.91553,0.9168,0.91683,0.99041,0.98056,0.97992,0.99034,0.98022,0.91487,0.98059,0.91665,0.91729,0.91644,0.98804,0.99149,0.98246,0.9816,0.97936,0.91135,0.91626,0.91638,0.91598,0.99183,0.97387,0.98013,0.98474,0.98078,0.99996,0.99999,1.0,0.99999,0.99998,0.99104,0.99039,0.91308,0.91336,0.91567,0.99255,0.99257,0.98759,0.98998,0.99026,0.99627,0.99628,0.99317,0.99391,0.99385,0.99314,0.9942,0.99427,0.99477,0.99471,0.9116,0.9889,0.91434,0.99305,0.99216,0.9881,0.98663,0.99459,0.99307,0.97677,0.99811,0.99669,0.96749,0.98904,0.98427,0.89023,0.99884,0.98133,0.97485,0.99022,0.91296,0.91268,0.99308,0.91834,0.91604,0.98805,0.98879,0.98798,0.98791,0.99178,0.99645,0.99658,0.99922,0.99917,0.91117,0.99504,0.99866,0.97451,0.99439,0.9932,0.91221,0.91286,0.38019,0.99332,0.99496,0.99285,0.99563,0.99222,0.98977,0.98764,0.91204,0.9904,0.91642,0.91646,0.99459,0.91754,0.98217,0.98859,0.98524,0.99369,0.99378,0.99269,0.99039,0.91224,0.99501,0.99605,0.98039,0.98643,0.98908,0.98697,0.9136,0.91396,0.91803,0.92028,0.91102,0.99143,0.99552,0.99202,0.98853,0.9901
