,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
121,0.89495,0.88952,0.89055,0.89578,0.89194,0.83768,0.83896,0.8398,0.84138,0.85287,0.85407,0.85686,0.8607,0.86135,0.85464,0.87768,0.88112,0.88287,0.88395,0.88966,0.89882,0.88055,0.88548,0.89153,0.88629,0.8863,0.88389,0.88318,0.88466,0.89459,0.89898,0.88327,0.88493,0.88189,0.88473,0.88523,0.88583,0.88695,0.88738,0.89201,0.89188,0.88615,0.88227,0.88693,0.8762,0.88458,0.884,0.88369,0.88529,0.88881,0.89038,0.87398,0.88434,0.88636,0.88002,0.88425,0.88563,0.88422,0.8858,0.89269,0.89034,0.88324,0.88935,0.88107,0.89084,0.88193,0.88438,0.88266,0.88413,0.88626,0.89474,0.88554,0.88707,0.88225,0.88734,0.88546,0.88428,0.88372,0.88466,0.89322,0.90449,0.88241,0.88453,0.87709,0.90508,0.88755,0.88902,0.8842,0.88932,0.89674,0.89293,0.89376,0.88407,0.88214,0.88231,0.89568,0.88348,0.90019,0.90559,0.89589,0.89593,0.93179,0.90565,0.90922,0.97664,0.93891,0.95485,0.95622,0.91299,0.96982,0.94861,0.45265,0.45046,0.46514,0.45321,0.91034,0.89084,0.93104,0.91798,0.44787,0.45479,1.0,0.99285,0.44709,0.44896,0.87609,0.87684,0.88897,0.88059,0.88134,0.91022,0.8598,0.44953,0.929,0.90409,0.89307,0.48387,0.47214,0.47539,0.49547,0.83317,0.83372,0.83251,0.83295,0.85196,0.85529,0.88478,0.86666,0.88542,0.88446,0.42583,0.44049,0.4284,0.439,0.44302,0.44105,0.43669,0.43929,0.45283,0.44729,0.87717,0.87581,0.86849,0.86291,0.87658,0.86835,0.87661,0.87092,0.88358,0.88241,0.43136,0.43738,0.44138,0.44819,0.43024,0.427,0.44242,0.44513,0.445,0.4487,0.87628,0.87694,0.86869,0.87179,0.87129,0.87606,0.88039,0.87458,0.88057,0.88382,0.43634,0.42535,0.43679,0.42646,0.44191,0.44112,0.45152,0.43989,0.44347,0.45566,0.42853,0.42579,0.42586,0.43772,0.44067,0.43002,0.43863,0.43976,0.44868,0.44969,0.4254,0.42417,0.42701,0.44231,0.4537,0.44767,0.45267,0.44074,0.44243,0.45282,0.43188,0.42777,0.44468,0.45912,0.46058,0.42944,0.4328,0.44214,0.44514,0.41916
122,0.93433,0.92962,0.9306,0.93442,0.93188,0.88109,0.88231,0.88308,0.88461,0.89586,0.89697,0.89964,0.90314,0.90302,0.8968,0.91934,0.92235,0.92382,0.9248,0.92973,0.93767,0.92199,0.92623,0.93147,0.92702,0.92685,0.92477,0.92408,0.92547,0.9336,0.93769,0.92431,0.92579,0.92313,0.92564,0.9261,0.92657,0.92742,0.92779,0.9318,0.9317,0.92682,0.92342,0.92736,0.91755,0.92535,0.92488,0.92465,0.92601,0.92909,0.9305,0.91617,0.92526,0.92697,0.92154,0.92497,0.92621,0.925,0.92656,0.93248,0.93045,0.92415,0.9296,0.92223,0.93021,0.92306,0.92523,0.92372,0.92504,0.92684,0.93408,0.92631,0.92761,0.92347,0.92783,0.92565,0.92489,0.92432,0.92532,0.93269,0.94226,0.92319,0.92458,0.91845,0.93998,0.92785,0.92913,0.9244,0.92911,0.93596,0.9327,0.93336,0.92442,0.92313,0.92333,0.9335,0.92325,0.9385,0.94313,0.93466,0.93481,0.96348,0.94298,0.94602,0.99186,0.96779,0.96987,0.98024,0.94047,0.98746,0.97605,0.47109,0.47054,0.48223,0.45179,0.94617,0.92681,0.95764,0.94471,0.46196,0.47331,0.99285,1.0,0.4419,0.44196,0.91792,0.9186,0.92905,0.92188,0.92262,0.9446,0.89903,0.43965,0.95864,0.93393,0.92538,0.501,0.48786,0.4923,0.53267,0.87663,0.87718,0.8765,0.87688,0.8944,0.8975,0.92408,0.90783,0.92546,0.92464,0.43581,0.45504,0.44267,0.45311,0.43974,0.46181,0.45116,0.45157,0.47224,0.46295,0.91792,0.91676,0.90608,0.90116,0.91342,0.90619,0.91349,0.9093,0.92372,0.92248,0.44019,0.45212,0.4372,0.46556,0.4429,0.43688,0.46279,0.45736,0.46961,0.47117,0.91757,0.91827,0.90661,0.90939,0.91,0.91375,0.9196,0.91335,0.92135,0.92439,0.43078,0.43644,0.45239,0.4375,0.44117,0.45254,0.46866,0.45798,0.46085,0.47786,0.43855,0.43755,0.43577,0.45207,0.45327,0.44709,0.45034,0.45206,0.46625,0.46562,0.43505,0.43093,0.43385,0.44052,0.47971,0.46579,0.47071,0.45459,0.45588,0.47274,0.439,0.43753,0.43467,0.47623,0.47687,0.43945,0.44341,0.45534,0.4634,0.44049
123,0.48147,0.48717,0.48682,0.48257,0.48722,0.53792,0.53825,0.53741,0.53588,0.52739,0.53043,0.52617,0.52521,0.52372,0.52945,0.49238,0.48916,0.49163,0.49256,0.4858,0.48257,0.49183,0.48884,0.48636,0.48797,0.48624,0.48738,0.49317,0.49238,0.48667,0.48092,0.48909,0.48936,0.48999,0.49008,0.489,0.48802,0.49182,0.48981,0.48645,0.48636,0.49157,0.49187,0.49007,0.49191,0.48784,0.48786,0.49288,0.49066,0.48755,0.48661,0.49635,0.48964,0.48901,0.49114,0.48907,0.48735,0.49357,0.48981,0.48719,0.48583,0.49017,0.48613,0.49294,0.48933,0.4896,0.48672,0.49331,0.49395,0.48931,0.4854,0.48834,0.48878,0.49021,0.48956,0.48695,0.48714,0.49626,0.4953,0.48611,0.47774,0.48833,0.49073,0.49719,0.47527,0.48721,0.48861,0.49563,0.49056,0.48534,0.48412,0.48672,0.48894,0.49196,0.49264,0.48313,0.48917,0.48497,0.47974,0.48577,0.48796,0.46606,0.47906,0.47781,0.43987,0.45751,0.44005,0.44863,0.47359,0.44601,0.45744,0.92136,0.91117,0.90966,0.94424,0.4789,0.4836,0.4576,0.47307,0.92241,0.91144,0.44749,0.44374,1.0,0.99678,0.49132,0.4974,0.48604,0.4937,0.49016,0.47559,0.53121,0.92737,0.46415,0.46457,0.47419,0.79239,0.79192,0.78724,0.84699,0.54373,0.54235,0.54264,0.5426,0.53396,0.53116,0.49003,0.52325,0.49195,0.49199,0.90659,0.89364,0.92565,0.89311,0.90992,0.90759,0.91027,0.90801,0.89892,0.8889,0.49841,0.49878,0.52629,0.53097,0.50217,0.52636,0.50317,0.52595,0.49409,0.49516,0.92451,0.89258,0.90769,0.88308,0.92656,0.90985,0.88519,0.90131,0.90156,0.88841,0.49777,0.49524,0.52269,0.52366,0.52534,0.52255,0.50235,0.51905,0.49559,0.4924,0.93312,0.91773,0.89733,0.91034,0.90677,0.90893,0.90482,0.88678,0.90303,0.90271,0.92438,0.90796,0.90842,0.8988,0.88972,0.92045,0.91126,0.90964,0.88631,0.88847,0.90673,0.91383,0.91127,0.90643,0.85871,0.88513,0.89843,0.90594,0.90663,0.90206,0.9268,0.92769,0.92489,0.86759,0.86787,0.91376,0.91414,0.91396,0.89432,0.81154
124,0.48442,0.48652,0.48701,0.48288,0.48664,0.54278,0.54319,0.54298,0.5399,0.53368,0.5319,0.52671,0.52749,0.52841,0.53157,0.4903,0.48978,0.51549,0.51241,0.48647,0.48314,0.49033,0.49027,0.48717,0.48828,0.48523,0.48944,0.49469,0.49221,0.48615,0.48268,0.48857,0.49163,0.49247,0.49013,0.48888,0.49017,0.49094,0.49014,0.48669,0.48688,0.49154,0.49264,0.48995,0.51555,0.4879,0.48848,0.49277,0.49218,0.48741,0.48825,0.49687,0.49125,0.48994,0.4915,0.48784,0.48702,0.49184,0.4918,0.48546,0.48611,0.49091,0.48684,0.49531,0.48766,0.49039,0.48771,0.49365,0.49069,0.4892,0.48521,0.48695,0.48885,0.49082,0.48957,0.48892,0.489,0.51637,0.49627,0.48498,0.47879,0.48972,0.49169,0.49967,0.47803,0.48944,0.48891,0.51607,0.49405,0.48456,0.48502,0.48587,0.49169,0.49281,0.49525,0.48581,0.4905,0.48697,0.48275,0.48891,0.48744,0.46772,0.48027,0.4826,0.43888,0.45785,0.43788,0.44955,0.4738,0.4459,0.45754,0.91909,0.90845,0.90623,0.93917,0.47895,0.48783,0.4593,0.4638,0.91996,0.91369,0.45039,0.44175,0.99678,1.0,0.49153,0.51937,0.4859,0.49349,0.49007,0.47498,0.53466,0.92401,0.46563,0.46897,0.47814,0.79359,0.78518,0.78006,0.84745,0.546,0.54699,0.54557,0.54653,0.53557,0.53448,0.49087,0.52613,0.51135,0.51112,0.90355,0.89111,0.92271,0.8909,0.90664,0.91135,0.90804,0.90586,0.89936,0.88951,0.51928,0.52023,0.52897,0.5325,0.52172,0.52405,0.52564,0.52338,0.51684,0.51709,0.92106,0.89083,0.90476,0.88169,0.92365,0.90643,0.88453,0.89974,0.90015,0.88951,0.51984,0.51694,0.52816,0.52459,0.52836,0.52618,0.51908,0.52583,0.51761,0.49427,0.92874,0.91406,0.89479,0.90655,0.90381,0.90685,0.9052,0.88601,0.90156,0.90394,0.9208,0.90481,0.90508,0.89806,0.88806,0.91821,0.90903,0.9073,0.88659,0.88854,0.90334,0.91126,0.90711,0.90344,0.86042,0.884,0.89891,0.90397,0.90458,0.90241,0.922,0.92353,0.92079,0.8667,0.86676,0.90976,0.90962,0.91138,0.89537,0.81485
125,0.99818,0.99818,0.99627,0.99368,0.99653,0.98217,0.98246,0.98291,0.98352,0.98811,0.9884,0.98867,0.98929,0.98661,0.98544,0.99989,0.99976,0.99653,0.99669,0.99641,0.99547,0.99868,0.9983,0.99752,0.99839,0.99947,0.99958,0.9964,0.99669,0.99471,0.99503,0.99802,0.99816,0.99828,0.99799,0.99908,0.9985,0.99653,0.99639,0.99591,0.99625,0.99755,0.99765,0.99696,0.99546,0.99956,0.99954,0.99653,0.99669,0.99651,0.99643,0.99834,0.99801,0.99779,0.99867,0.99939,0.99947,0.99645,0.99727,0.99653,0.99673,0.99803,0.99826,0.99778,0.99486,0.99967,0.99938,0.99668,0.99667,0.99658,0.99558,0.9979,0.99772,0.99832,0.99765,0.99567,0.99742,0.9954,0.99603,0.99554,0.99359,0.99656,0.99428,0.9957,0.98126,0.99722,0.99722,0.99453,0.99507,0.99568,0.99614,0.99664,0.99526,0.99687,0.9971,0.98966,0.99248,0.99346,0.99254,0.99413,0.99457,0.98171,0.99207,0.99158,0.94014,0.97474,0.92702,0.96398,0.95442,0.94724,0.97182,0.55137,0.5475,0.56188,0.50965,0.98895,0.98028,0.95956,0.95482,0.54354,0.55925,0.87609,0.91792,0.49065,0.51131,1.0,0.99657,0.99616,0.99804,0.99834,0.98038,0.97907,0.49545,0.96988,0.95375,0.96285,0.59739,0.58218,0.58387,0.62606,0.98039,0.98066,0.9814,0.98149,0.98648,0.98724,0.98822,0.98743,0.99115,0.99126,0.51165,0.53063,0.51742,0.53248,0.50835,0.55932,0.53886,0.54214,0.57162,0.55943,0.99354,0.99363,0.97822,0.9785,0.98002,0.98042,0.98014,0.98393,0.99346,0.99281,0.51308,0.53202,0.51334,0.55809,0.51875,0.49417,0.55192,0.55614,0.55826,0.56086,0.99504,0.9956,0.98035,0.98061,0.98518,0.98361,0.98985,0.98641,0.99458,0.99518,0.47884,0.48801,0.52563,0.49767,0.50901,0.53971,0.57443,0.54945,0.55632,0.57418,0.50955,0.5089,0.50114,0.54148,0.53903,0.52321,0.53877,0.54326,0.56076,0.56135,0.49116,0.48787,0.4986,0.51225,0.58507,0.56147,0.57176,0.54776,0.55043,0.57057,0.49487,0.49273,0.49386,0.57377,0.57382,0.49465,0.50933,0.5453,0.55957,0.51425
126,0.99531,0.99648,0.99874,0.99541,0.99852,0.98944,0.98973,0.98998,0.99056,0.99479,0.99505,0.99504,0.99572,0.99292,0.99188,0.99655,0.99626,0.99978,0.99967,0.99753,0.99636,0.99823,0.99817,0.99772,0.99738,0.99565,0.99607,0.99974,0.99969,0.99602,0.99577,0.99841,0.99846,0.99858,0.99875,0.99783,0.99834,0.99954,0.9995,0.99769,0.9976,0.99886,0.99859,0.99855,0.99786,0.99592,0.9959,0.99958,0.99963,0.99804,0.99813,0.99896,0.99867,0.99822,0.99866,0.99548,0.99564,0.99959,0.99954,0.9979,0.99814,0.99855,0.99655,0.99885,0.99448,0.99594,0.99573,0.99974,0.99971,0.99856,0.9968,0.99845,0.99839,0.99829,0.99807,0.99677,0.99699,0.99945,0.99966,0.99726,0.99501,0.9973,0.99574,0.99845,0.98312,0.99797,0.99798,0.9989,0.99888,0.99754,0.99795,0.99816,0.9979,0.99806,0.99926,0.99211,0.99405,0.99707,0.996,0.99647,0.99695,0.98426,0.99494,0.99417,0.9408,0.973,0.93123,0.96192,0.9597,0.95115,0.97458,0.55896,0.55503,0.568,0.52439,0.98835,0.98032,0.96442,0.95985,0.55024,0.56369,0.87684,0.9186,0.51442,0.51927,0.99657,1.0,0.99778,0.99891,0.99855,0.98137,0.98597,0.51355,0.96978,0.95843,0.96847,0.6028,0.58646,0.58934,0.63152,0.98748,0.98771,0.98887,0.98898,0.99332,0.99397,0.99397,0.99366,0.99676,0.99691,0.51593,0.53606,0.52473,0.53758,0.51486,0.56508,0.54489,0.54955,0.57711,0.56685,0.99817,0.99831,0.9835,0.98399,0.98537,0.98587,0.98551,0.98982,0.99816,0.99797,0.51818,0.53983,0.51803,0.56418,0.523,0.51281,0.559,0.56094,0.56305,0.56922,0.9989,0.99908,0.98598,0.9862,0.99117,0.98943,0.9955,0.99232,0.99891,0.99887,0.48368,0.50019,0.53149,0.49636,0.51727,0.54686,0.58101,0.55567,0.56106,0.57965,0.52143,0.51422,0.5121,0.54931,0.54578,0.53063,0.54266,0.54819,0.56664,0.56832,0.49509,0.49044,0.50285,0.50862,0.59082,0.56692,0.57723,0.55382,0.55556,0.57724,0.5047,0.50794,0.50838,0.57913,0.57876,0.50808,0.51477,0.55099,0.56741,0.53099
127,0.99666,0.9972,0.99952,0.99699,0.99944,0.98176,0.98211,0.98242,0.98314,0.98858,0.98898,0.99093,0.99133,0.9887,0.98702,0.99622,0.99628,0.99792,0.99808,0.99983,0.99916,0.99827,0.99771,0.99801,0.99815,0.99632,0.99629,0.99786,0.99812,0.99826,0.9992,0.99905,0.99804,0.99878,0.99805,0.99788,0.99832,0.9981,0.99801,0.99976,0.99967,0.99826,0.99888,0.99796,0.99769,0.9963,0.99651,0.99784,0.99805,0.99964,0.99962,0.99824,0.99797,0.99801,0.99847,0.99579,0.99606,0.99768,0.99839,0.99956,0.99961,0.99727,0.99766,0.99716,0.99429,0.99636,0.99663,0.9982,0.99844,0.99971,0.99958,0.99915,0.99815,0.99885,0.99805,0.99777,0.99776,0.99702,0.99779,0.9998,0.99883,0.99848,0.99648,0.99611,0.98405,0.99821,0.99805,0.99591,0.99672,0.9994,0.99962,0.99825,0.99804,0.99834,0.99763,0.99409,0.99527,0.9969,0.99648,0.99622,0.99667,0.98893,0.9962,0.9958,0.95103,0.98084,0.93672,0.97123,0.9606,0.95741,0.97893,0.54428,0.54157,0.55694,0.51213,0.99221,0.98287,0.96635,0.96126,0.53946,0.55272,0.88897,0.92905,0.48652,0.48878,0.99616,0.99778,1.0,0.99764,0.99887,0.98676,0.97988,0.50188,0.97761,0.95841,0.96626,0.59233,0.5766,0.5791,0.61991,0.97944,0.97981,0.98066,0.9806,0.98638,0.98741,0.99228,0.9899,0.99572,0.99568,0.50414,0.52259,0.51713,0.52451,0.5057,0.55196,0.53537,0.53824,0.56732,0.55934,0.99543,0.99538,0.98024,0.97985,0.98286,0.98214,0.98295,0.98552,0.99662,0.99593,0.50926,0.52706,0.50671,0.5519,0.51767,0.49036,0.5493,0.54617,0.55148,0.56033,0.99662,0.99714,0.98202,0.98261,0.98664,0.98593,0.9921,0.98807,0.99707,0.99809,0.47608,0.48364,0.5224,0.49771,0.50644,0.53407,0.56836,0.54647,0.5486,0.56952,0.5084,0.5033,0.50168,0.53365,0.53448,0.51713,0.53127,0.53713,0.55857,0.55904,0.49247,0.48503,0.49058,0.50594,0.58059,0.55533,0.5672,0.54169,0.54238,0.56705,0.48968,0.49535,0.48357,0.56604,0.56539,0.50371,0.49779,0.5393,0.55913,0.51205
128,0.99678,0.99729,0.99839,0.99507,0.99836,0.98563,0.98593,0.98639,0.98699,0.99167,0.99204,0.99164,0.99251,0.98962,0.98844,0.99824,0.99817,0.99917,0.99931,0.99778,0.99706,0.99892,0.99963,0.99933,0.99824,0.9976,0.99782,0.99921,0.99921,0.99671,0.99647,0.99874,0.99973,0.99899,0.99976,0.9987,0.99883,0.99913,0.99902,0.99773,0.99791,0.99969,0.99841,0.9996,0.99669,0.998,0.99792,0.99922,0.99926,0.99829,0.9982,0.99915,0.99983,0.99967,0.9994,0.99733,0.99762,0.99914,0.99929,0.99826,0.99839,0.99979,0.99838,0.99981,0.99506,0.99798,0.99783,0.9993,0.99921,0.9984,0.99722,0.99887,0.99968,0.99894,0.99957,0.99644,0.99691,0.99842,0.99877,0.9971,0.9952,0.99701,0.99485,0.99812,0.98311,0.99791,0.99809,0.99804,0.99825,0.99767,0.99795,0.99914,0.99716,0.99758,0.99967,0.99219,0.99415,0.99689,0.99576,0.99756,0.99783,0.98547,0.99502,0.99465,0.94391,0.97484,0.93145,0.96425,0.95919,0.95245,0.97528,0.55721,0.55239,0.56573,0.52112,0.98894,0.98081,0.96367,0.95942,0.54884,0.56181,0.88059,0.92188,0.50756,0.51144,0.99804,0.99891,0.99764,1.0,0.99879,0.9822,0.98386,0.51435,0.97135,0.95608,0.96538,0.60057,0.58419,0.58689,0.62854,0.98388,0.98409,0.98503,0.9852,0.99057,0.99141,0.99153,0.99068,0.99452,0.99466,0.51453,0.53363,0.52617,0.53603,0.51433,0.56278,0.54142,0.5444,0.57464,0.56447,0.99754,0.99761,0.98228,0.98246,0.98499,0.98492,0.98522,0.98873,0.99774,0.99725,0.51516,0.53666,0.51697,0.56109,0.52243,0.51077,0.5562,0.559,0.56113,0.56611,0.9986,0.99886,0.98458,0.98492,0.98997,0.98883,0.99499,0.99132,0.99841,0.99863,0.4823,0.49438,0.52896,0.50667,0.51581,0.54429,0.57874,0.55283,0.55914,0.57691,0.51666,0.51115,0.51181,0.54315,0.54276,0.52868,0.54107,0.54287,0.56572,0.56603,0.5057,0.49009,0.50127,0.51704,0.58754,0.56449,0.57459,0.55,0.55065,0.57498,0.49795,0.5061,0.50688,0.57605,0.57596,0.51315,0.50169,0.54867,0.56388,0.52341
129,0.99768,0.99828,0.99892,0.99627,0.99886,0.98415,0.98445,0.98478,0.98544,0.99031,0.99061,0.9914,0.99199,0.98956,0.98816,0.99824,0.99808,0.99847,0.99854,0.99897,0.99809,0.99968,0.99877,0.99852,0.99929,0.99785,0.99797,0.99833,0.99857,0.99718,0.99777,0.99992,0.99896,0.99991,0.99894,0.9991,0.99918,0.99847,0.99843,0.99873,0.99879,0.99881,0.99964,0.99836,0.9983,0.9979,0.99805,0.99847,0.99853,0.99899,0.99898,0.9996,0.99889,0.99872,0.99972,0.99749,0.99767,0.99821,0.99894,0.99887,0.99904,0.99858,0.99875,0.99846,0.99528,0.99807,0.99803,0.99856,0.99875,0.99916,0.99839,0.99983,0.99874,0.99984,0.99863,0.99769,0.99848,0.9976,0.99822,0.99856,0.99695,0.999,0.9967,0.99696,0.98303,0.99869,0.99859,0.99652,0.99707,0.9984,0.99878,0.99829,0.99832,0.99899,0.99844,0.99296,0.99507,0.99642,0.99562,0.9964,0.99683,0.98609,0.99553,0.99498,0.94551,0.97774,0.93158,0.96732,0.95819,0.95193,0.97571,0.54967,0.54844,0.56166,0.51795,0.99109,0.98276,0.96297,0.9588,0.54411,0.55741,0.88134,0.92262,0.49016,0.48996,0.99834,0.99855,0.99887,0.99879,1.0,0.98383,0.9804,0.50367,0.97341,0.95638,0.96515,0.59547,0.57964,0.58244,0.62502,0.98209,0.98241,0.98298,0.98301,0.98827,0.98912,0.99192,0.99052,0.99476,0.99481,0.5094,0.52753,0.52018,0.53093,0.50857,0.55698,0.53696,0.53966,0.57058,0.56042,0.99603,0.99605,0.98031,0.98039,0.98254,0.98259,0.98264,0.98623,0.9964,0.99574,0.51206,0.53335,0.50901,0.55657,0.51648,0.50807,0.55271,0.55462,0.55677,0.56224,0.99723,0.99774,0.98235,0.98274,0.98744,0.98601,0.99241,0.98882,0.99713,0.9979,0.47786,0.48847,0.52578,0.49128,0.50711,0.53987,0.57301,0.54799,0.55479,0.57271,0.51312,0.50858,0.49355,0.53907,0.53791,0.52128,0.53511,0.54114,0.56145,0.56267,0.50286,0.48823,0.49328,0.51062,0.5842,0.55963,0.57031,0.54509,0.54606,0.57098,0.49594,0.50451,0.48548,0.57152,0.5693,0.49465,0.50899,0.54427,0.55984,0.51355
130,0.98579,0.98564,0.98617,0.98929,0.98604,0.96203,0.96255,0.96343,0.96418,0.96902,0.96965,0.97224,0.97313,0.97519,0.97252,0.98065,0.9814,0.98273,0.98311,0.98654,0.9876,0.98229,0.98304,0.98495,0.98336,0.9825,0.98179,0.98274,0.98325,0.9855,0.98796,0.98436,0.98346,0.98356,0.98339,0.98416,0.98486,0.98378,0.98401,0.98682,0.98674,0.98392,0.98398,0.98418,0.98436,0.98244,0.98255,0.98297,0.98354,0.98585,0.98601,0.98141,0.98337,0.98393,0.98288,0.98131,0.98207,0.98296,0.9837,0.98655,0.98597,0.98239,0.98378,0.9818,0.98007,0.98179,0.98271,0.98293,0.98349,0.98535,0.98735,0.98483,0.98409,0.98382,0.98423,0.9877,0.98552,0.98264,0.98317,0.98779,0.98947,0.98596,0.98361,0.97968,0.97427,0.98633,0.98639,0.98163,0.9833,0.98718,0.98661,0.98577,0.98583,0.98393,0.9825,0.98917,0.98722,0.98656,0.98749,0.9855,0.9856,0.98809,0.98801,0.98824,0.96302,0.98439,0.94472,0.97753,0.95694,0.96705,0.98017,0.52391,0.52387,0.53473,0.49354,0.98632,0.97503,0.96652,0.95873,0.51792,0.53022,0.91022,0.9446,0.47392,0.47714,0.98038,0.98137,0.98676,0.9822,0.98383,1.0,0.96303,0.48317,0.99565,0.95323,0.95726,0.57257,0.5585,0.56066,0.60008,0.95992,0.9605,0.95792,0.95792,0.96653,0.96828,0.98307,0.97706,0.98245,0.98214,0.47893,0.50906,0.50195,0.51073,0.48814,0.53147,0.5088,0.51584,0.55056,0.54492,0.98047,0.97996,0.96785,0.96614,0.97166,0.96879,0.97171,0.97064,0.98175,0.98114,0.4819,0.5141,0.49503,0.53305,0.50109,0.47793,0.53492,0.5276,0.53019,0.54653,0.98075,0.98127,0.96879,0.96999,0.97112,0.97244,0.97635,0.97287,0.98133,0.98296,0.46408,0.47516,0.50651,0.47684,0.49479,0.51483,0.54813,0.52856,0.52744,0.55187,0.48459,0.47975,0.48012,0.51667,0.5177,0.50534,0.51084,0.51724,0.54574,0.54149,0.4819,0.47662,0.47352,0.4853,0.56276,0.53176,0.54883,0.52074,0.51731,0.55005,0.47631,0.47721,0.47424,0.5456,0.5456,0.48202,0.48513,0.51701,0.52679,0.50082
