,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_mul_newest_0,default_mul_newest_1,default_mul_newest_10,default_mul_newest_11,default_mul_newest_12,default_mul_newest_13,default_mul_newest_14,default_mul_newest_15,default_mul_newest_16,default_mul_newest_17,default_mul_newest_18,default_mul_newest_19,default_mul_newest_2,default_mul_newest_20,default_mul_newest_21,default_mul_newest_22,default_mul_newest_23,default_mul_newest_24,default_mul_newest_3,default_mul_newest_4,default_mul_newest_5,default_mul_newest_6,default_mul_newest_7,default_mul_newest_8,default_mul_newest_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
91,0.41079,0.42324,0.66213,0.40398,0.55532,0.67075,0.65418,0.41559,0.64026,0.64844,0.42669,0.60588,0.56831,0.43761,0.60273,0.61769,0.64809,0.54516,0.61011,0.45887,0.81503,0.55294,0.56265,0.66676,0.57389,0.59445,0.61546,0.61642,0.56688,0.59268,0.70271,0.6669,0.70417,0.60158,0.63074,0.68637,0.78618,0.61488,0.65689,0.46704,0.5901,0.60843,0.66455,0.54433,0.409,0.54924,0.66355,0.50929,0.67332,0.67171,0.81743,0.43651,0.70673,0.70364,0.78767,0.47756,0.66175,0.64457,0.60952,0.63691,0.55648,0.67501,0.40847,0.62343,0.61899,0.67775,0.41124,0.62363,0.69283,0.47074,0.55964,0.4237,0.63964,0.61351,0.50242,0.66021,0.63528,0.39998,0.45445,0.64757,0.48241,0.56652,0.43587,0.4038,0.67739,0.41394,0.67907,0.35872,0.61318,0.46448,0.47591,1.0,0.3755,0.67562,0.57402,0.64756,0.74775,0.41991,0.59452,0.623,0.46902,0.56017,0.65176,0.6872,0.44801,0.66854,0.70022,0.64328,0.47474,0.69034,0.37778,0.38,0.57843,0.58403,0.57376,0.37206,0.59577,0.36403,0.59173,0.37612,0.61212,0.58068,0.4418,0.64642,0.61802,0.367,0.37975,0.3668,0.64614,0.59506,0.45695,0.41247,0.63706,0.65201,0.45061,0.64504,0.58288,0.42895,0.35315,0.35918,0.44826,0.57927,0.47606,0.657,0.5797,0.60309,0.45526,0.56816,0.65381,0.53247,0.66952,0.65877,0.6591,0.4099,0.4094,0.59472,0.43661,0.44315,0.44259,0.62369,0.58962,0.59814,0.61363,0.6145,0.48611,0.42274,0.67398,0.34375,0.67354,0.49426,0.35205,0.54547,0.48319,0.55817,0.52021,0.61858,0.39611,0.61833,0.3894,0.58244,0.40336,0.64405,0.63932,0.72832,0.52732,0.67996,0.50274,0.57303,0.57312,0.59902,0.54524,0.63186,0.54892,0.58947,0.37839,0.38458,0.63935,0.41329,0.40648,0.67512,0.39049,0.6372,0.60264,0.41943,0.62266,0.76462,0.72214,0.38356,0.44865,0.42053,0.58224,0.62195,0.50936,0.59112,0.58346
92,0.51488,0.34648,0.52051,0.51964,0.54847,0.34688,0.34688,0.50863,0.49309,0.34742,0.33629,0.58864,0.34694,0.59205,0.33631,0.56799,0.3405,0.35076,0.58218,0.57678,0.35572,0.43663,0.57093,0.353,0.37522,0.39829,0.5195,0.44004,0.44724,0.44493,0.51844,0.35003,0.35265,0.35455,0.34689,0.65575,0.35862,0.51694,0.37993,0.35436,0.55532,0.40744,0.34787,0.55418,0.40056,0.43643,0.38703,0.4035,0.34789,0.51587,0.5245,0.34968,0.35187,0.35087,0.52869,0.52355,0.51666,0.36099,0.55747,0.51905,0.40167,0.40092,0.50652,0.40387,0.37116,0.34886,0.34422,0.34391,0.3396,0.50462,0.34833,0.34755,0.54449,0.42139,0.5545,0.3473,0.34593,0.3404,0.51998,0.34706,0.35264,0.3589,0.34722,0.51983,0.41308,0.51448,0.34642,0.56067,0.51482,0.35546,0.52504,0.3755,1.0,0.3635,0.40133,0.42843,0.42269,0.51566,0.37728,0.42982,0.50333,0.42563,0.38255,0.34715,0.51963,0.35059,0.35069,0.34371,0.35382,0.37432,0.50615,0.34486,0.61285,0.61544,0.61224,0.59414,0.62844,0.55236,0.3398,0.62172,0.33971,0.35062,0.49973,0.52833,0.50574,0.41541,0.40852,0.37237,0.42168,0.46188,0.52116,0.51564,0.51801,0.51733,0.49645,0.53147,0.3539,0.50969,0.36516,0.55691,0.35157,0.3521,0.35182,0.36438,0.5151,0.52624,0.5291,0.37733,0.54637,0.53971,0.34796,0.51702,0.34643,0.34565,0.34547,0.34081,0.59356,0.33656,0.58703,0.3512,0.33849,0.33228,0.58493,0.57446,0.58316,0.51785,0.33842,0.36838,0.34369,0.54744,0.36324,0.40578,0.50491,0.44632,0.51005,0.59593,0.57163,0.61303,0.38004,0.60611,0.58435,0.58212,0.58964,0.34597,0.43196,0.53407,0.35254,0.36076,0.50014,0.56599,0.36809,0.4095,0.46852,0.43236,0.34635,0.36965,0.56363,0.36129,0.35239,0.37845,0.36175,0.35577,0.36429,0.36248,0.58958,0.5241,0.53837,0.3198,0.53152,0.40403,0.5743,0.37455,0.31425,0.381,0.38836
93,0.50945,0.50533,0.59395,0.56604,0.55612,0.49053,0.49291,0.63771,0.57296,0.61343,0.57602,0.7165,0.81214,0.67345,0.57642,0.55841,0.7061,0.79833,0.78394,0.57223,0.57011,0.55976,0.57982,0.6652,0.58816,0.5417,0.59934,0.59166,0.51,0.55969,0.53216,0.52634,0.57236,0.68747,0.54813,0.56812,0.57437,0.55058,0.61781,0.62913,0.59188,0.6891,0.49193,0.55103,0.36716,0.66753,0.60382,0.47863,0.48695,0.50799,0.56183,0.66436,0.49503,0.49124,0.52976,0.55773,0.48746,0.82421,0.58667,0.59495,0.37187,0.67567,0.43759,0.6282,0.78834,0.57507,0.56511,0.5962,0.62039,0.64785,0.68419,0.64747,0.51643,0.71091,0.43988,0.49134,0.64403,0.61502,0.60719,0.49807,0.67988,0.75566,0.50673,0.63828,0.71763,0.48365,0.51943,0.35316,0.54865,0.61438,0.59401,0.67562,0.36383,1.0,0.56001,0.6897,0.63539,0.4969,0.71658,0.57589,0.64054,0.47062,0.58501,0.49632,0.67007,0.56224,0.56849,0.57169,0.57368,0.76592,0.39868,0.38127,0.58635,0.58929,0.56892,0.58443,0.54312,0.39864,0.61505,0.37335,0.65028,0.68342,0.62874,0.74363,0.54024,0.3615,0.36915,0.58054,0.66303,0.59406,0.58607,0.64745,0.55587,0.55081,0.65302,0.82211,0.78882,0.6269,0.3438,0.54729,0.58586,0.80354,0.73126,0.72403,0.65004,0.69964,0.55456,0.62791,0.6899,0.54312,0.49464,0.48425,0.49157,0.48476,0.64222,0.80108,0.67602,0.55932,0.55449,0.70462,0.54443,0.54333,0.81003,0.73321,0.76295,0.64648,0.62111,0.34148,0.63896,0.74933,0.34725,0.3592,0.50058,0.61921,0.70617,0.60768,0.39499,0.56835,0.6107,0.36711,0.58909,0.43213,0.60503,0.41693,0.50317,0.52906,0.7413,0.67422,0.53657,0.34101,0.56134,0.78363,0.63624,0.55277,0.46986,0.38429,0.65013,0.40129,0.46611,0.5642,0.55733,0.62783,0.58443,0.39882,0.38953,0.54505,0.64862,0.46808,0.52847,0.34748,0.69789,0.50821,0.43403,0.48632,0.68741
94,0.34991,0.35092,0.68478,0.34619,0.70646,0.68022,0.67678,0.66994,0.50317,0.5059,0.56109,0.55883,0.34633,0.3385,0.56065,0.5711,0.33902,0.34755,0.34483,0.33463,0.69812,0.40037,0.38225,0.683,0.37687,0.54897,0.52619,0.59985,0.462,0.47367,0.68265,0.68147,0.35946,0.37306,0.67606,0.53382,0.35676,0.35406,0.54905,0.68941,0.70867,0.41064,0.68143,0.38393,0.56057,0.44796,0.48732,0.41176,0.6832,0.68016,0.6983,0.35426,0.53692,0.34649,0.70591,0.36619,0.68482,0.67465,0.37764,0.35826,0.45799,0.55963,0.35622,0.43396,0.6105,0.35403,0.50254,0.50044,0.51801,0.51452,0.3545,0.68157,0.33734,0.43039,0.53805,0.67859,0.67525,0.66482,0.67198,0.67735,0.36841,0.37341,0.35355,0.6688,0.58819,0.67922,0.68137,0.7049,0.35258,0.68728,0.6937,0.57402,0.40133,0.56009,1.0,0.44894,0.57633,0.67915,0.46699,0.58685,0.64419,0.3935,0.47867,0.68544,0.35704,0.68083,0.68237,0.50377,0.6383,0.54106,0.64301,0.48983,0.3159,0.31707,0.31412,0.50311,0.33686,0.41025,0.53271,0.32033,0.63211,0.66965,0.49965,0.37372,0.50585,0.4161,0.68901,0.6676,0.45017,0.44972,0.6826,0.67644,0.67409,0.35424,0.35523,0.67731,0.36629,0.34865,0.70145,0.70627,0.68209,0.36449,0.65991,0.38268,0.50552,0.62228,0.36058,0.39244,0.6479,0.36834,0.68051,0.67996,0.67838,0.67612,0.67583,0.34458,0.33989,0.55462,0.55467,0.54482,0.33873,0.32903,0.34404,0.34733,0.3493,0.68182,0.33231,0.6797,0.5485,0.58416,0.37028,0.68826,0.49399,0.43613,0.51211,0.55643,0.34513,0.34584,0.60227,0.53327,0.34412,0.33919,0.55442,0.56486,0.46952,0.37225,0.66806,0.67954,0.35504,0.61227,0.65914,0.42153,0.45013,0.44655,0.39923,0.62601,0.61786,0.5518,0.61146,0.55885,0.35936,0.35058,0.5627,0.54942,0.34032,0.3481,0.62286,0.32462,0.34762,0.38369,0.48928,0.37642,0.3448,0.37477,0.47189
95,0.51867,0.70214,0.81926,0.47481,0.56341,0.67959,0.69687,0.52642,0.64735,0.71998,0.76943,0.57424,0.66359,0.46973,0.7843,0.58445,0.57963,0.65189,0.62637,0.46451,0.68602,0.58524,0.57862,0.81075,0.58938,0.42893,0.70304,0.67588,0.48151,0.68761,0.71241,0.55129,0.77362,0.67344,0.78245,0.79294,0.72207,0.80177,0.61017,0.53633,0.59645,0.88122,0.69008,0.56246,0.56212,0.62768,0.82095,0.5822,0.53548,0.52991,0.68572,0.78877,0.51363,0.51464,0.69846,0.55911,0.53865,0.7371,0.47289,0.85597,0.46692,0.75925,0.48337,0.84145,0.77726,0.54123,0.65432,0.66743,0.66068,0.61277,0.63367,0.53575,0.48264,0.60293,0.52023,0.69858,0.52404,0.49371,0.56665,0.71193,0.66081,0.66285,0.54173,0.49495,0.72667,0.52611,0.6858,0.44261,0.55042,0.52187,0.57638,0.64745,0.42843,0.68975,0.44894,1.0,0.77036,0.53414,0.84398,0.68921,0.74868,0.57571,0.76786,0.53496,0.55662,0.77328,0.61388,0.5311,0.51036,0.69413,0.46913,0.44874,0.56941,0.56387,0.55461,0.41643,0.55686,0.40746,0.55717,0.43604,0.48826,0.55796,0.55459,0.67704,0.49401,0.44231,0.45122,0.5746,0.92948,0.58477,0.56238,0.52846,0.77099,0.77732,0.56758,0.72498,0.68226,0.78382,0.43171,0.43432,0.80274,0.68599,0.6061,0.66728,0.53469,0.64605,0.65674,0.54027,0.63997,0.5516,0.53518,0.52702,0.69237,0.52321,0.52266,0.5783,0.57264,0.56889,0.46235,0.57229,0.56889,0.5605,0.64813,0.56781,0.56702,0.53565,0.44149,0.55498,0.8216,0.62257,0.43086,0.55744,0.42041,0.73392,0.59929,0.58664,0.39743,0.56647,0.412,0.55271,0.57193,0.56119,0.5785,0.58935,0.48848,0.73415,0.6305,0.67093,0.73502,0.35993,0.39273,0.82311,0.69097,0.52866,0.3884,0.41735,0.46469,0.42499,0.44375,0.37552,0.41659,0.59396,0.55871,0.42942,0.58819,0.4962,0.49928,0.69742,0.62386,0.4381,0.63114,0.56173,0.54031,0.58332,0.80865
96,0.74163,0.77508,0.76314,0.48014,0.41032,0.79183,0.7885,0.78045,0.76294,0.8056,0.69874,0.63048,0.61837,0.46385,0.69611,0.42302,0.58863,0.60633,0.59903,0.46583,0.77919,0.41434,0.423,0.77505,0.42962,0.60028,0.68526,0.64651,0.496,0.6396,0.79341,0.8224,0.52351,0.6507,0.75586,0.81035,0.81744,0.5105,0.53703,0.70208,0.47366,0.73769,0.79667,0.40856,0.44873,0.58396,0.72314,0.49728,0.80106,0.78704,0.51752,0.51357,0.8269,0.82593,0.74994,0.52381,0.80941,0.65575,0.6005,0.53029,0.55986,0.81402,0.60021,0.67419,0.59751,0.50813,0.75037,0.76227,0.8034,0.70239,0.61775,0.80224,0.75633,0.56215,0.62994,0.8014,0.76862,0.6333,0.64037,0.78719,0.67129,0.66832,0.5032,0.58959,0.711,0.78307,0.77888,0.53918,0.5034,0.65659,0.74045,0.74775,0.42269,0.61837,0.57631,0.77036,1.0,0.80231,0.62859,0.65905,0.5354,0.55344,0.71672,0.79949,0.78324,0.7878,0.66045,0.75904,0.78717,0.6576,0.43216,0.58486,0.45113,0.45015,0.44814,0.55148,0.42835,0.62607,0.55118,0.43602,0.7145,0.6259,0.61288,0.60641,0.74338,0.54835,0.54914,0.39565,0.77043,0.55308,0.76283,0.77986,0.72856,0.51246,0.50581,0.56279,0.6519,0.48939,0.547,0.54791,0.77256,0.64504,0.64018,0.64836,0.47361,0.63377,0.59051,0.61685,0.62331,0.36549,0.81013,0.78917,0.79407,0.77634,0.77089,0.61168,0.45819,0.57544,0.57465,0.57525,0.45717,0.56579,0.60755,0.62172,0.61698,0.79795,0.79127,0.53699,0.77877,0.58789,0.53757,0.40761,0.3866,0.6292,0.62935,0.60061,0.39996,0.36496,0.56177,0.55809,0.39184,0.3927,0.60049,0.66664,0.49312,0.81564,0.65976,0.70821,0.49839,0.32282,0.5372,0.61508,0.69639,0.6454,0.43572,0.60465,0.6401,0.60907,0.64289,0.376,0.62155,0.40057,0.5731,0.60612,0.39791,0.46861,0.78283,0.42944,0.73796,0.56147,0.585,0.53985,0.50373,0.49505,0.59318
97,0.93599,0.95821,0.87139,0.47065,0.67654,0.98539,0.9937,0.98205,0.80225,0.79725,0.77848,0.59919,0.48293,0.44446,0.75677,0.4378,0.46477,0.50645,0.50589,0.5999,0.85086,0.35217,0.67906,0.87711,0.68573,0.54886,0.52395,0.44489,0.4591,0.45629,0.95009,0.97339,0.88364,0.57067,0.90385,0.76213,0.73558,0.85082,0.41717,0.77423,0.68654,0.53032,0.99353,0.66446,0.34779,0.55321,0.62851,0.411,0.98062,0.97129,0.84923,0.90258,0.84402,0.84093,0.79549,0.84488,0.98697,0.74668,0.37753,0.86269,0.36037,0.55927,0.54581,0.49877,0.69587,0.89369,0.8054,0.81168,0.82635,0.64154,0.61306,0.99227,0.8752,0.55927,0.67403,0.99683,0.98471,0.78131,0.76961,0.99328,0.6708,0.76871,0.81668,0.48241,0.50462,0.9879,0.95728,0.34477,0.87306,0.73555,0.82188,0.41984,0.51568,0.4969,0.67915,0.53414,0.80231,1.0,0.61077,0.45752,0.69452,0.51425,0.60575,0.96765,0.91334,0.93604,0.78088,0.79655,0.7741,0.47311,0.38834,0.39916,0.38034,0.37951,0.38145,0.3801,0.35402,0.59746,0.55963,0.57078,0.89737,0.76183,0.59989,0.55296,0.81229,0.67071,0.35728,0.65494,0.5509,0.52653,0.87545,0.99237,0.864,0.47936,0.62517,0.49767,0.57233,0.73909,0.34183,0.66447,0.46791,0.57233,0.65803,0.50286,0.62975,0.64742,0.70905,0.707,0.46188,0.61953,0.99301,0.98973,0.99434,0.98962,0.98817,0.50483,0.61544,0.43651,0.6082,0.42669,0.429,0.41972,0.47856,0.54353,0.5376,0.98144,0.85269,0.34124,0.75338,0.60068,0.34115,0.65104,0.45452,0.59175,0.65836,0.36914,0.36797,0.35354,0.58495,0.33975,0.37307,0.57778,0.38002,0.59472,0.4283,0.90839,0.65807,0.58609,0.62931,0.5764,0.33934,0.55868,0.72854,0.64711,0.48598,0.62232,0.43973,0.38036,0.64805,0.36863,0.63,0.36607,0.34605,0.39419,0.39522,0.82938,0.86172,0.40672,0.41664,0.62631,0.59731,0.50762,0.47803,0.48152,0.55195
98,0.53864,0.61002,0.66118,0.51035,0.51829,0.60639,0.56219,0.60488,0.54349,0.59516,0.66555,0.60055,0.74075,0.51797,0.68176,0.5005,0.53848,0.72152,0.6572,0.52929,0.57722,0.51881,0.54174,0.62916,0.55268,0.47899,0.70667,0.57942,0.50048,0.60243,0.57273,0.60571,0.62909,0.63524,0.6437,0.65558,0.49433,0.63445,0.49091,0.60082,0.53987,0.79367,0.6099,0.51433,0.3973,0.64608,0.84995,0.47386,0.54734,0.55833,0.63084,0.64563,0.55019,0.54913,0.55313,0.62586,0.6167,0.78407,0.48165,0.64784,0.53503,0.67068,0.45026,0.75421,0.85911,0.60806,0.54652,0.56042,0.53615,0.58318,0.57627,0.56758,0.55275,0.69177,0.53829,0.60784,0.57694,0.575,0.64948,0.58004,0.63202,0.71809,0.62497,0.56795,0.64118,0.60468,0.55223,0.45387,0.67718,0.58057,0.58051,0.59452,0.37765,0.71658,0.46699,0.84397,0.62858,0.61083,1.0,0.58215,0.72252,0.53161,0.79971,0.54006,0.63253,0.633,0.52049,0.49837,0.57682,0.6697,0.48425,0.46581,0.43075,0.4322,0.41955,0.4597,0.38115,0.48398,0.49916,0.39999,0.56779,0.77659,0.77212,0.71722,0.55547,0.51741,0.52334,0.468,0.82313,0.47337,0.63384,0.60551,0.61044,0.62466,0.53972,0.80649,0.72368,0.49695,0.45047,0.4633,0.64761,0.73275,0.66927,0.69488,0.50293,0.55126,0.63926,0.59449,0.52685,0.47794,0.61422,0.60475,0.6072,0.56634,0.60025,0.64156,0.52074,0.51437,0.5136,0.53368,0.49611,0.5142,0.67806,0.60388,0.61636,0.61248,0.54464,0.45307,0.51457,0.66343,0.45421,0.51716,0.48553,0.77762,0.67827,0.39861,0.48774,0.44175,0.47325,0.46549,0.47092,0.43267,0.47562,0.43828,0.54803,0.59639,0.69135,0.63801,0.52846,0.42984,0.46584,0.90227,0.76013,0.61471,0.48976,0.4783,0.57825,0.49884,0.46987,0.42156,0.46075,0.50237,0.40762,0.49855,0.40268,0.56479,0.57281,0.54073,0.52677,0.50152,0.54199,0.6028,0.47174,0.44002,0.88298
99,0.45177,0.57491,0.58818,0.37619,0.44156,0.4549,0.57195,0.45394,0.44734,0.44874,0.55641,0.59163,0.5938,0.39496,0.5585,0.38119,0.56181,0.58775,0.59493,0.55816,0.60637,0.57437,0.4842,0.58596,0.49021,0.56311,0.71318,0.67303,0.4334,0.66616,0.46201,0.46434,0.58965,0.62277,0.57642,0.46043,0.49646,0.48359,0.64609,0.60265,0.7847,0.63092,0.45675,0.55568,0.51389,0.53732,0.59667,0.71761,0.45699,0.4556,0.46776,0.46759,0.57248,0.57361,0.50685,0.47599,0.57905,0.60066,0.46492,0.58412,0.47925,0.62418,0.58322,0.62981,0.51136,0.46367,0.44131,0.44423,0.55505,0.46643,0.55895,0.46136,0.56167,0.57891,0.56224,0.57434,0.45594,0.45465,0.50072,0.57331,0.59483,0.61345,0.47769,0.5767,0.62971,0.57361,0.57803,0.44556,0.57569,0.61454,0.4658,0.62315,0.42982,0.57589,0.58684,0.68921,0.65905,0.45752,0.58215,1.0,0.55443,0.53002,0.58449,0.45552,0.46802,0.57979,0.45189,0.44773,0.46887,0.68575,0.44627,0.54296,0.54714,0.41598,0.53659,0.53122,0.54628,0.62171,0.54262,0.42834,0.56284,0.5801,0.43664,0.63535,0.41071,0.44672,0.46277,0.4289,0.68065,0.61963,0.58746,0.45656,0.57477,0.57687,0.44576,0.64844,0.595,0.41344,0.43357,0.45561,0.4704,0.5875,0.58145,0.635,0.56807,0.59363,0.52079,0.71574,0.72223,0.40496,0.4558,0.45414,0.45401,0.45458,0.45448,0.3831,0.5575,0.55564,0.55638,0.56806,0.55855,0.37398,0.59938,0.5768,0.57082,0.46218,0.36513,0.42977,0.56902,0.65001,0.43264,0.44574,0.4718,0.52744,0.65659,0.61457,0.40099,0.38639,0.58728,0.37978,0.57677,0.3831,0.63177,0.60974,0.55165,0.60347,0.59015,0.64432,0.41486,0.37087,0.39833,0.54496,0.52021,0.50196,0.42136,0.40149,0.61276,0.59744,0.40587,0.44255,0.42312,0.62511,0.60348,0.59759,0.59382,0.40629,0.57329,0.53372,0.44277,0.64738,0.55867,0.49614,0.38126,0.40353,0.55969
100,0.67861,0.44215,0.74735,0.43641,0.62835,0.68591,0.44151,0.68258,0.51918,0.4577,0.42887,0.58579,0.68005,0.42187,0.43831,0.56356,0.43215,0.68414,0.55886,0.43628,0.48551,0.64601,0.65514,0.74044,0.66728,0.34974,0.62,0.46569,0.43699,0.58906,0.70141,0.71049,0.72531,0.74474,0.72346,0.46439,0.47359,0.46155,0.54698,0.4402,0.673,0.74169,0.68959,0.6335,0.36461,0.55441,0.63497,0.46874,0.68881,0.68669,0.69403,0.73249,0.4425,0.44119,0.70984,0.71083,0.70016,0.74468,0.65232,0.46961,0.65297,0.60164,0.394,0.82828,0.72722,0.4676,0.52185,0.43592,0.43514,0.51304,0.53066,0.69461,0.42712,0.59628,0.57586,0.69242,0.69604,0.6967,0.88355,0.44081,0.7257,0.74998,0.74354,0.68337,0.69236,0.68449,0.69164,0.34418,0.74925,0.7404,0.69089,0.46818,0.50331,0.64077,0.64418,0.74868,0.53544,0.69452,0.72252,0.55486,1.0,0.5062,0.61715,0.68442,0.7232,0.72131,0.6669,0.44116,0.47018,0.65986,0.3783,0.37613,0.37152,0.51941,0.35798,0.37014,0.50134,0.59658,0.37148,0.36066,0.68039,0.46297,0.45895,0.7586,0.4307,0.63192,0.35731,0.36369,0.67903,0.51229,0.74416,0.43934,0.72618,0.45774,0.45846,0.75863,0.73668,0.4607,0.33999,0.63535,0.46996,0.7361,0.71878,0.74628,0.46008,0.69158,0.46559,0.70702,0.68449,0.598,0.68948,0.44056,0.68626,0.69196,0.69174,0.6038,0.55275,0.55116,0.55159,0.54697,0.55367,0.41301,0.63834,0.60835,0.62382,0.69343,0.42485,0.34142,0.45597,0.64057,0.34027,0.6302,0.47908,0.73873,0.62857,0.37938,0.37768,0.53482,0.38339,0.35091,0.53423,0.37752,0.56135,0.39073,0.4659,0.46194,0.73168,0.75182,0.47022,0.55882,0.34017,0.69645,0.61638,0.54849,0.42747,0.36612,0.44577,0.40486,0.40143,0.53639,0.37064,0.3843,0.36225,0.41829,0.55017,0.62179,0.45014,0.68455,0.44723,0.36479,0.57529,0.57417,0.58139,0.54356,0.70227
101,0.50765,0.72631,0.67984,0.50043,0.46514,0.51472,0.76438,0.51188,0.693,0.49289,0.49729,0.64436,0.58229,0.49547,0.69109,0.49992,0.52574,0.59054,0.60975,0.50189,0.61831,0.48149,0.47661,0.68459,0.48618,0.38819,0.6069,0.49862,0.54921,0.50507,0.51397,0.51409,0.49639,0.55903,0.73728,0.49673,0.49402,0.77826,0.43085,0.45062,0.49021,0.56108,0.51401,0.46469,0.40275,0.58878,0.51194,0.62944,0.51752,0.50863,0.49098,0.50322,0.50872,0.50848,0.46306,0.62482,0.51117,0.55969,0.50631,0.72261,0.47084,0.61066,0.44121,0.56466,0.65235,0.66936,0.49085,0.70914,0.70766,0.52155,0.63058,0.51418,0.49962,0.61252,0.53983,0.76245,0.50843,0.45738,0.49238,0.77366,0.5892,0.58018,0.65826,0.44788,0.5139,0.51374,0.5115,0.38303,0.50754,0.43325,0.58911,0.56007,0.4256,0.47062,0.3935,0.57571,0.55329,0.51425,0.53161,0.52955,0.5062,1.0,0.63144,0.51863,0.69784,0.50988,0.51856,0.68662,0.48402,0.58953,0.48851,0.44367,0.40257,0.40938,0.3991,0.39884,0.44895,0.45205,0.46777,0.41031,0.50515,0.4988,0.47326,0.56338,0.71329,0.39227,0.39659,0.47072,0.5757,0.47003,0.49684,0.77307,0.66873,0.74672,0.47352,0.559,0.57213,0.65297,0.38136,0.38421,0.68732,0.57126,0.60284,0.54156,0.57279,0.56773,0.5544,0.40766,0.51588,0.44236,0.51727,0.51197,0.75622,0.50977,0.77199,0.55461,0.49979,0.49384,0.49232,0.5033,0.48719,0.48699,0.57826,0.54808,0.56039,0.51612,0.74555,0.3829,0.66986,0.74309,0.38293,0.39411,0.42057,0.71894,0.81568,0.45871,0.47995,0.43635,0.39127,0.39108,0.48414,0.47296,0.42288,0.48518,0.53251,0.7522,0.60477,0.55824,0.6606,0.44965,0.44168,0.53689,0.7777,0.6196,0.49185,0.399,0.44627,0.46788,0.49579,0.47866,0.40102,0.4229,0.45403,0.47153,0.47372,0.62775,0.68015,0.44555,0.47295,0.37824,0.54425,0.53741,0.64442,0.58224,0.44324
