,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
92,0.36077,0.36676,0.36736,0.30293,0.31987,0.15974,0.18821,0.18682,0.15135,0.48507,0.2072,0.17297,0.19836,0.27258,0.2297,0.05938,0.05889,0.09293,0.06552,0.05829,0.36318,0.37083,0.37199,0.36317,0.35359,0.6679,0.17886,0.65233,0.66204,0.65666,0.73793,0.73793,0.13468,0.13468,0.76355,0.1694,0.48099,0.18965,0.48671,0.19256,0.2072,0.17297,0.19836,0.27258,0.2297,0.35252,0.30057,0.27949,0.25364,0.31724,0.67313,0.27055,0.35378,0.58493,0.5986,0.76365,0.65435,0.566,0.65675,0.76944,0.36317,0.35359,0.35994,0.36318,0.37083,0.6007,0.57883,0.19897,0.6007,0.22529,0.73793,0.13468,0.73793,0.13468,0.13468,0.28317,0.23314,0.29411,0.33319,0.33985,0.68837,0.69864,0.67711,0.67478,0.69031,0.16911,0.18886,0.19719,0.18963,0.20037,1.0,1.0,1.0,0.9975,0.76355,0.15683,0.33707,0.16605,0.17621,0.42086,0.22598,0.16431,0.15974,0.18821,0.18682,0.71226,0.07426,0.14747,0.09598,0.61865,0.13087,0.25704,0.2311,0.23097,0.22369,0.21847,0.76355,0.9975,0.81385,0.97733,0.71662,0.50549,0.5181,0.2341,0.56123,0.63736,0.64156,0.64967,0.64103,0.68592,0.63917,0.61554,0.60945,0.60238,0.68505,0.33999,0.33767,0.30543,0.32098,0.31525,0.36423,0.36294,0.35936,0.30267,0.31907,0.54883,0.55085,0.5576,0.55336,0.53529,0.05494,0.3083,0.26931,0.27869,0.2747,0.28157,0.62901,0.63204,0.5814,0.66766,0.57569,0.2072,0.17297,0.19836,0.27258,0.2297,0.32861,0.427,0.33517,0.35644,0.37028,0.17621,0.15084,0.16605,0.33919,0.42086,0.36242,0.05942,0.0591,0.0664,0.05959,0.05949,0.63463,0.63467,0.65626,0.56013,0.54376
93,0.36041,0.36743,0.36737,0.30324,0.31963,0.16007,0.18191,0.18612,0.15113,0.48544,0.20768,0.17285,0.19411,0.27402,0.22898,0.066,0.06496,0.05735,0.09579,0.08761,0.3635,0.37397,0.37235,0.36332,0.35333,0.67144,0.17827,0.65475,0.66436,0.65985,0.73545,0.73545,0.14344,0.14344,0.76217,0.16939,0.48026,0.18944,0.486,0.19235,0.20768,0.17285,0.19411,0.27402,0.22898,0.35157,0.30082,0.27967,0.25464,0.31697,0.67351,0.27118,0.35081,0.58519,0.6014,0.76729,0.65203,0.54518,0.65573,0.76997,0.36332,0.35333,0.35955,0.3635,0.37397,0.19953,0.20829,0.20649,0.19953,0.60198,0.73545,0.14344,0.73545,0.14344,0.14344,0.28392,0.23382,0.29453,0.3337,0.3408,0.68784,0.69725,0.67664,0.67337,0.68892,0.16964,0.18936,0.19792,0.19007,0.20114,0.9975,0.9975,0.9975,1.0,0.76217,0.15736,0.33749,0.16654,0.17672,0.42162,0.22685,0.16172,0.16007,0.18191,0.18612,0.71479,0.15183,0.14779,0.09103,0.61828,0.13121,0.25706,0.23144,0.23075,0.22359,0.21804,0.76217,1.0,0.8202,0.97297,0.71857,0.50469,0.54323,0.23495,0.56172,0.63708,0.64093,0.65027,0.64126,0.68673,0.63924,0.61599,0.60926,0.60329,0.68638,0.34142,0.33733,0.30575,0.32125,0.31571,0.36479,0.36329,0.35947,0.30265,0.3188,0.54877,0.55077,0.55757,0.5536,0.53453,0.0993,0.30836,0.26949,0.27965,0.27473,0.28167,0.61747,0.6335,0.58191,0.66783,0.57693,0.20768,0.17285,0.19411,0.27402,0.22898,0.32846,0.4276,0.33477,0.36217,0.37043,0.17672,0.15104,0.16654,0.33999,0.42162,0.36246,0.06697,0.06652,0.06648,0.06678,0.06576,0.63394,0.63397,0.65612,0.5594,0.54215
94,0.38046,0.37591,0.38411,0.32507,0.33699,0.16291,0.20363,0.19908,0.15583,0.54206,0.18288,0.575,0.20439,0.24374,0.20131,0.06271,0.06157,0.0582,0.09955,0.06289,0.38074,0.38802,0.38894,0.38327,0.37236,0.59913,0.18415,0.58184,0.59496,0.58774,0.96203,0.96203,0.14327,0.14327,1.0,0.16478,0.45681,0.19132,0.46158,0.19669,0.18288,0.575,0.20439,0.24374,0.20131,0.3836,0.30489,0.28975,0.26219,0.33079,0.63882,0.25102,0.38594,0.57639,0.56672,0.67611,0.56022,0.60337,0.6827,0.75553,0.38327,0.37236,0.38018,0.38074,0.38802,0.21656,0.61539,0.21805,0.21656,0.67899,0.96203,0.14327,0.96203,0.14327,0.14327,0.29855,0.2328,0.30162,0.31547,0.3204,0.71448,0.7066,0.6888,0.22671,0.71354,0.17532,0.19669,0.19997,0.1963,0.20107,0.76355,0.76355,0.76355,0.76217,1.0,0.16514,0.33054,0.17179,0.17969,0.42204,0.22681,0.19107,0.16291,0.20363,0.19908,0.5966,0.07749,0.08035,0.1013,0.65661,0.13369,0.25898,0.23286,0.22955,0.22099,0.21062,1.0,0.76217,0.68226,0.74682,0.63738,0.49398,0.51029,0.22524,0.51852,0.65795,0.66193,0.6827,0.68474,0.67658,0.55252,0.53946,0.53561,0.63078,0.6478,0.30651,0.29839,0.29915,0.29931,0.31054,0.38289,0.37905,0.38015,0.32808,0.3357,0.62941,0.62759,0.63516,0.63802,0.61987,0.05696,0.33073,0.29494,0.29984,0.30084,0.30295,0.61036,0.59003,0.57608,0.629,0.51252,0.18288,0.575,0.20439,0.24374,0.20131,0.37185,0.45099,0.36902,0.40222,0.40538,0.17969,0.15534,0.17179,0.33325,0.42204,0.37966,0.06883,0.06827,0.06221,0.06243,0.06213,0.62242,0.61642,0.61775,0.512,0.66501
95,0.23663,0.22391,0.19088,0.21645,0.18937,0.41765,0.31361,0.32405,0.34129,0.13709,0.2061,0.17703,0.25684,0.22009,0.22991,0.06062,0.06989,0.07208,0.05592,0.06601,0.19249,0.23541,0.18795,0.23386,0.23457,0.14712,0.32535,0.19409,0.19794,0.20051,0.24003,0.24003,0.10467,0.10467,0.16513,0.25672,0.29518,0.24058,0.23574,0.2684,0.2061,0.17703,0.25684,0.22009,0.22991,0.23978,0.25001,0.22734,0.25114,0.22796,0.15262,0.1819,0.25262,0.19884,0.18576,0.22873,0.14295,0.33267,0.15336,0.21376,0.23386,0.23457,0.23829,0.19249,0.23541,0.27304,0.27258,0.26315,0.27304,0.23522,0.24003,0.10467,0.24003,0.10467,0.10467,0.17459,0.13912,0.12661,0.16003,0.15561,0.26758,0.26897,0.25758,0.26501,0.27323,0.19509,0.17813,0.18071,0.18022,0.16368,0.15674,0.15674,0.15674,0.15796,0.16513,1.0,0.23263,0.18556,0.17973,0.12448,0.25888,0.34184,0.41765,0.31361,0.32405,0.27099,0.14666,0.14778,0.08837,0.30419,0.1541,0.19288,0.223,0.2157,0.2177,0.21169,0.16513,0.15735,0.20484,0.21455,0.13923,0.16705,0.22739,0.19938,0.24266,0.18944,0.19236,0.14675,0.14996,0.1811,0.1729,0.16691,0.16533,0.14747,0.17884,0.17083,0.13458,0.15758,0.16934,0.1566,0.22456,0.20581,0.19189,0.21352,0.21177,0.2383,0.24012,0.23701,0.23019,0.18164,0.06336,0.22606,0.21672,0.17174,0.22622,0.17283,0.2985,0.29487,0.29402,0.27846,0.24429,0.2061,0.17703,0.25684,0.22009,0.22991,0.26165,0.25989,0.27193,0.25577,0.28012,0.17973,0.16015,0.18556,0.2336,0.12448,0.24334,0.06493,0.0761,0.06334,0.06593,0.06757,0.28939,0.28433,0.28544,0.31031,0.26821
96,0.62504,0.69369,0.65803,0.56336,0.59003,0.46058,0.57317,0.2388,0.53414,0.50119,0.17754,0.47621,0.33042,0.27031,0.24294,0.13649,0.1354,0.19528,0.12238,0.12569,0.62821,0.6584,0.66312,0.64112,0.6268,0.73948,0.57125,0.73543,0.7273,0.72871,0.65818,0.65818,0.23237,0.23237,0.66422,0.46661,0.48887,0.33498,0.48682,0.28456,0.17754,0.47621,0.33042,0.27031,0.24294,0.77776,0.68981,0.57318,0.51713,0.64994,0.68828,0.40773,0.62668,0.76887,0.70951,0.69865,0.57671,0.66153,0.67734,0.75755,0.64112,0.6268,0.64721,0.62821,0.6584,0.52753,0.49944,0.50168,0.52753,0.59111,0.65818,0.23237,0.65818,0.23237,0.23237,0.60884,0.4347,0.57967,0.58478,0.48636,0.54507,0.55614,0.5264,0.53771,0.5544,0.4133,0.43819,0.47338,0.44471,0.46785,0.70455,0.70455,0.70455,0.70504,0.66422,0.43519,1.0,0.43204,0.465,0.42176,0.46967,0.53658,0.46058,0.57317,0.2388,0.62858,0.3456,0.34196,0.13725,0.57136,0.32687,0.47579,0.43712,0.43329,0.43745,0.42608,0.66422,0.70504,0.6357,0.68821,0.56958,0.67694,0.72112,0.40773,0.7146,0.62944,0.62421,0.63842,0.63614,0.6151,0.57025,0.55861,0.55081,0.64842,0.65653,0.67131,0.64756,0.62053,0.67316,0.59892,0.66343,0.66922,0.66092,0.56144,0.5804,0.56393,0.56413,0.57599,0.54507,0.50514,0.1232,0.63956,0.54086,0.57482,0.56278,0.58332,0.62545,0.61085,0.59103,0.59609,0.45309,0.17754,0.47621,0.33042,0.27031,0.24294,0.53891,0.65281,0.50797,0.58026,0.63084,0.465,0.39963,0.43204,0.96061,0.42176,0.66224,0.12848,0.15202,0.12481,0.12816,0.12872,0.58711,0.58201,0.60597,0.53705,0.48357
97,0.82177,0.82154,0.7847,0.75795,0.79837,0.42824,0.54591,0.4861,0.5395,0.53632,0.26826,0.43396,0.353,0.32465,0.27627,0.30863,0.37365,0.23519,0.22512,0.26463,0.81109,0.80461,0.81956,0.81938,0.83243,0.6402,0.54255,0.64611,0.63684,0.64132,0.62363,0.62363,0.2277,0.2277,0.63141,0.44271,0.50549,0.48128,0.50855,0.46933,0.26826,0.43396,0.353,0.32465,0.27627,0.77988,0.79826,0.65997,0.58398,0.78378,0.67594,0.5173,0.80936,0.6242,0.65873,0.6044,0.52969,0.60315,0.56756,0.63197,0.81938,0.83243,0.82132,0.81109,0.80461,0.59973,0.63367,0.57073,0.59973,0.61256,0.62363,0.2277,0.62363,0.2277,0.2277,0.78848,0.58199,0.62763,0.64763,0.41817,0.67569,0.67055,0.63862,0.66229,0.66928,0.89861,0.86373,0.80058,0.86396,0.75263,0.61616,0.61616,0.61616,0.61779,0.63141,0.64526,0.79875,1.0,0.88784,0.40528,0.57031,0.54068,0.42824,0.54591,0.4861,0.61101,0.63807,0.65327,0.12858,0.67531,0.69224,0.63235,0.65418,0.64349,0.73687,0.63108,0.63141,0.61779,0.55013,0.61109,0.50755,0.65818,0.5083,0.5173,0.65873,0.5583,0.44399,0.5813,0.5841,0.58292,0.532,0.51932,0.5166,0.54408,0.56711,0.65873,0.65818,0.67804,0.69035,0.65328,0.81732,0.82187,0.81502,0.72922,0.77226,0.63892,0.61292,0.64852,0.60325,0.57533,0.41902,0.83926,0.7629,0.81069,0.78904,0.81362,0.64766,0.62567,0.62521,0.60013,0.44236,0.26826,0.43396,0.353,0.32465,0.27627,0.81549,0.85875,0.79391,0.83052,0.84641,0.88784,0.81073,1.0,0.78102,0.40528,0.81048,0.43034,0.4296,0.42682,0.28878,0.31157,0.67154,0.66619,0.66527,0.64616,0.63905
98,0.86943,0.89247,0.85432,0.80956,0.82034,0.46485,0.60717,0.52011,0.5545,0.57085,0.27647,0.46555,0.38523,0.35329,0.29456,0.41867,0.4034,0.39021,0.25146,0.32563,0.85905,0.8465,0.85896,0.86817,0.87904,0.72548,0.6018,0.72939,0.72506,0.72037,0.65874,0.65874,0.23983,0.23983,0.67075,0.45288,0.50013,0.44988,0.44308,0.43901,0.27647,0.46555,0.38523,0.35329,0.29456,0.87368,0.81613,0.74549,0.66449,0.85177,0.73485,0.58083,0.82632,0.72954,0.7147,0.65789,0.57706,0.66373,0.64142,0.71235,0.86817,0.87904,0.86107,0.85905,0.8465,0.63019,0.62987,0.59257,0.63019,0.65151,0.65874,0.23983,0.65874,0.23983,0.23983,0.83337,0.61282,0.66366,0.6756,0.59822,0.728,0.73932,0.69099,0.72558,0.74011,0.80847,0.88263,0.88006,0.88548,0.83871,0.68053,0.68053,0.68053,0.68167,0.67075,0.62757,0.87046,0.88786,1.0,0.41231,0.58307,0.55449,0.46485,0.60717,0.52011,0.66172,0.67919,0.70039,0.14063,0.74048,0.65764,0.68911,0.63179,0.67936,0.68752,0.67416,0.67075,0.68141,0.5968,0.67191,0.55214,0.71159,0.68986,0.58088,0.71471,0.61841,0.61326,0.64637,0.65168,0.63792,0.58663,0.57994,0.57574,0.61827,0.64108,0.71471,0.71159,0.75567,0.74051,0.71112,0.85595,0.87925,0.87619,0.77065,0.80367,0.70235,0.70371,0.7133,0.6806,0.66728,0.39628,0.86657,0.81345,0.83695,0.81243,0.83904,0.70485,0.68347,0.68586,0.64913,0.48418,0.27647,0.46555,0.38523,0.35329,0.29456,0.83494,0.91053,0.77945,0.86693,0.81516,1.0,0.80296,0.88786,0.83629,0.41231,0.84735,0.30251,0.30468,0.25631,0.45502,0.33194,0.74727,0.73495,0.73188,0.71782,0.6772
99,0.46719,0.51571,0.47578,0.35379,0.42399,0.16435,0.20001,0.19774,0.19222,0.62507,0.17183,0.61908,0.2674,0.32257,0.15879,0.06326,0.06341,0.06345,0.06356,0.06337,0.47771,0.47998,0.49694,0.48991,0.47394,0.76013,0.18472,0.76189,0.79853,0.77572,0.74595,0.74595,0.11113,0.11113,0.74982,0.45743,0.46673,0.23121,0.21093,0.23196,0.17183,0.61908,0.2674,0.32257,0.15879,0.44442,0.3527,0.31271,0.28089,0.36384,0.81282,0.27922,0.39837,0.69016,0.69389,0.63485,0.68754,0.38705,0.84402,0.82543,0.48991,0.47394,0.4731,0.47771,0.47998,0.6611,0.68517,0.6679,0.6611,0.85589,0.74595,0.11113,0.74595,0.11113,0.11113,0.32937,0.28441,0.39607,0.32896,0.30003,0.74543,0.71412,0.77793,0.77728,0.71119,0.21026,0.21172,0.21129,0.21078,0.2189,0.74599,0.74599,0.74599,0.74805,0.74982,0.18995,0.37133,0.20416,0.20639,1.0,0.25714,0.19621,0.16435,0.20001,0.19774,0.50841,0.09689,0.09694,0.12343,0.50124,0.16479,0.23634,0.23726,0.24537,0.23658,0.23666,0.74982,0.74805,0.71659,0.75445,0.78062,0.61464,0.57979,0.26072,0.57673,0.87083,0.8714,0.87116,0.87118,0.83804,0.69678,0.68485,0.68051,0.79912,0.8037,0.43428,0.37892,0.30463,0.4341,0.37825,0.47945,0.49483,0.46764,0.36522,0.36238,0.846,0.84621,0.84639,0.85942,0.86829,0.06296,0.40752,0.33232,0.34823,0.33256,0.34725,0.47982,0.51457,0.47991,0.57666,0.59794,0.17183,0.61908,0.2674,0.32257,0.15879,0.37895,0.5479,0.44595,0.42697,0.5216,0.20639,0.21899,0.20416,0.37253,1.0,0.4618,0.06492,0.06486,0.06695,0.06483,0.06459,0.51855,0.51855,0.54651,0.42343,0.60308
100,0.35959,0.34723,0.36771,0.33032,0.3262,0.19532,0.40151,0.21138,0.42006,0.35755,0.19851,0.31316,0.27314,0.23451,0.35983,0.11422,0.19021,0.17178,0.11409,0.1096,0.33914,0.34058,0.36228,0.36184,0.33208,0.40455,0.45209,0.4035,0.40687,0.40743,0.40913,0.40913,0.16481,0.16481,0.40941,0.35116,0.37784,0.25136,0.40446,0.24877,0.19851,0.31316,0.27314,0.23451,0.35983,0.40893,0.49237,0.62732,0.68359,0.46442,0.43687,0.67535,0.36118,0.428,0.42758,0.46063,0.39953,0.48261,0.42409,0.46453,0.36184,0.33208,0.3651,0.33914,0.34058,0.38153,0.40368,0.37831,0.38153,0.38825,0.40913,0.16481,0.40913,0.16481,0.16481,0.34098,0.30924,0.36025,0.49427,0.46945,0.40011,0.40701,0.38587,0.39744,0.40931,0.30664,0.2959,0.3266,0.30646,0.33125,0.41866,0.41866,0.41866,0.4201,0.40941,0.47772,0.4582,0.32223,0.32763,0.28342,1.0,0.42355,0.19532,0.40151,0.21138,0.46457,0.24931,0.25939,0.12668,0.40832,0.26467,0.33346,0.35129,0.34961,0.35026,0.34078,0.40941,0.4201,0.40944,0.40868,0.37678,0.37882,0.43913,0.67535,0.44962,0.43757,0.40075,0.42872,0.4204,0.46037,0.39865,0.39239,0.38983,0.41623,0.43605,0.39886,0.39051,0.49158,0.39245,0.38448,0.36356,0.34002,0.36467,0.32883,0.31584,0.38573,0.3884,0.39662,0.3828,0.37144,0.11485,0.345,0.3345,0.33943,0.34048,0.34058,0.39804,0.41187,0.41809,0.40083,0.31117,0.19851,0.31316,0.27314,0.23451,0.35983,0.34291,0.3581,0.37695,0.33551,0.38111,0.32763,0.28542,0.32223,0.4692,0.28342,0.35971,0.11585,0.11592,0.1113,0.19121,0.18682,0.42584,0.40956,0.42286,0.4127,0.38228
101,0.31747,0.30416,0.30529,0.2813,0.28046,0.73577,0.86955,0.81664,0.94743,0.12598,0.21106,0.3631,0.38515,0.25643,0.20401,0.0564,0.05935,0.0564,0.0818,0.06419,0.29366,0.30397,0.31435,0.29636,0.30638,0.35577,0.69056,0.35769,0.35689,0.1387,0.19274,0.19274,0.11973,0.11973,0.19107,0.49782,0.18248,0.18651,0.20036,0.1937,0.21106,0.3631,0.38515,0.25643,0.20401,0.27167,0.3046,0.28518,0.26426,0.30478,0.36005,0.23307,0.32784,0.35548,0.3229,0.15833,0.3601,0.17532,0.37126,0.15123,0.29636,0.30638,0.29954,0.29366,0.30397,0.65178,0.62003,0.62306,0.65178,0.53707,0.19274,0.11973,0.19274,0.11973,0.11973,0.23532,0.16823,0.20833,0.11627,0.25917,0.60144,0.6311,0.56549,0.63188,0.66005,0.17549,0.16331,0.15558,0.16573,0.15553,0.16431,0.16431,0.16431,0.16172,0.19107,0.34365,0.28297,0.16945,0.17073,0.1336,0.23749,1.0,0.73577,0.86955,0.81664,0.16197,0.08311,0.0814,0.10285,0.62019,0.08869,0.17883,0.19158,0.18765,0.19001,0.19007,0.19107,0.16172,0.15547,0.17793,0.14472,0.29436,0.37947,0.20794,0.36122,0.14867,0.15023,0.1464,0.36791,0.1464,0.13578,0.31576,0.13052,0.33535,0.13584,0.23382,0.22351,0.253,0.23216,0.19469,0.31993,0.29585,0.30163,0.28057,0.29753,0.48413,0.48224,0.50979,0.49141,0.4741,0.06318,0.24978,0.23014,0.22597,0.23571,0.2283,0.64962,0.66586,0.65294,0.64209,0.54815,0.21106,0.3631,0.38515,0.25643,0.20401,0.32469,0.38725,0.36382,0.34073,0.39772,0.17073,0.14877,0.16945,0.27422,0.1336,0.31873,0.05698,0.05678,0.05565,0.05804,0.05987,0.65064,0.62471,0.66643,0.6298,0.20819
102,0.29621,0.27572,0.29902,0.24011,0.25013,1.0,0.73461,0.78651,0.73958,0.21763,0.26796,0.2746,0.43883,0.28712,0.21474,0.06035,0.06123,0.07143,0.08368,0.07881,0.28724,0.29609,0.28955,0.29272,0.27998,0.14204,0.67487,0.14105,0.14306,0.14194,0.16196,0.16196,0.11898,0.11898,0.16348,0.43657,0.17933,0.1822,0.18388,0.1818,0.26796,0.2746,0.43883,0.28712,0.21474,0.25787,0.25898,0.30922,0.12633,0.1242,0.29038,0.23665,0.30699,0.15335,0.25904,0.16434,0.142,0.19017,0.14084,0.15408,0.29272,0.27998,0.29165,0.28724,0.29609,0.52485,0.48917,0.52349,0.52485,0.44889,0.16196,0.11898,0.16196,0.11898,0.11898,0.19956,0.16458,0.19212,0.12098,0.20439,0.1761,0.17464,0.16892,0.17162,0.54084,0.14672,0.156,0.15679,0.16056,0.15531,0.15974,0.15974,0.15974,0.16007,0.16348,0.4156,0.25304,0.14655,0.15603,0.11265,0.11365,0.73577,1.0,0.73461,0.78651,0.50006,0.12653,0.09179,0.0971,0.19101,0.08437,0.17639,0.16108,0.15475,0.16028,0.15872,0.16348,0.16007,0.16168,0.1581,0.14941,0.13903,0.32569,0.28128,0.3343,0.15213,0.15375,0.15033,0.14769,0.15048,0.13893,0.13276,0.13266,0.13512,0.134,0.181,0.21092,0.21265,0.22531,0.18117,0.29025,0.26505,0.29364,0.24432,0.25454,0.38667,0.14931,0.14889,0.14783,0.14771,0.06892,0.23555,0.21227,0.22734,0.2161,0.22328,0.19216,0.19054,0.18959,0.18298,0.16656,0.26796,0.2746,0.43883,0.28712,0.21474,0.29597,0.35239,0.306,0.31197,0.32091,0.15603,0.13188,0.14655,0.24858,0.11265,0.30221,0.0652,0.06258,0.05871,0.06108,0.06116,0.18579,0.18639,0.18478,0.19353,0.17722
103,0.34844,0.32091,0.35365,0.28524,0.31603,0.73461,1.0,0.87437,0.87225,0.1336,0.21242,0.4556,0.41215,0.28733,0.21715,0.06388,0.06231,0.06799,0.09077,0.0615,0.33052,0.34907,0.33146,0.34229,0.31514,0.4358,0.74023,0.42837,0.14813,0.43213,0.20884,0.20884,0.12166,0.12166,0.20363,0.48444,0.61589,0.18667,0.61549,0.19355,0.21242,0.4556,0.41215,0.28733,0.21715,0.29362,0.29827,0.30068,0.28249,0.33611,0.41041,0.24761,0.35067,0.41156,0.37427,0.17063,0.151,0.18665,0.15291,0.51938,0.34229,0.31514,0.34448,0.33052,0.34907,0.69751,0.63902,0.66432,0.69751,0.59517,0.20884,0.12166,0.20884,0.12166,0.12166,0.2557,0.17963,0.23755,0.27026,0.28898,0.68899,0.71173,0.64164,0.71194,0.74527,0.16678,0.18341,0.16807,0.1849,0.17067,0.18821,0.18821,0.18821,0.18191,0.20363,0.31361,0.29745,0.16765,0.18063,0.13811,0.23024,0.86955,0.73461,1.0,0.87437,0.17377,0.14498,0.14994,0.09511,0.71622,0.13526,0.19917,0.17551,0.17444,0.18651,0.1747,0.203,0.18191,0.16592,0.1812,0.15619,0.34055,0.16752,0.21016,0.4582,0.15866,0.16104,0.15656,0.15616,0.1559,0.14876,0.38876,0.14306,0.14326,0.39243,0.25542,0.24771,0.26691,0.22644,0.23136,0.34457,0.32126,0.32808,0.27351,0.30778,0.54091,0.54101,0.56426,0.54833,0.52319,0.0596,0.27385,0.25245,0.25639,0.2573,0.25616,0.74286,0.75163,0.74972,0.73632,0.17316,0.21242,0.4556,0.41215,0.28733,0.21715,0.36254,0.43514,0.36305,0.37875,0.39841,0.18063,0.15102,0.16765,0.28448,0.13811,0.35028,0.06865,0.0679,0.06351,0.06396,0.07295,0.7388,0.71613,0.7582,0.71686,0.60643
104,0.3183,0.29911,0.32433,0.25134,0.29403,0.78651,0.87437,1.0,0.81957,0.2735,0.23218,0.37946,0.41763,0.28202,0.21735,0.06169,0.05788,0.06764,0.0581,0.06109,0.31723,0.32154,0.27444,0.31471,0.29695,0.37801,0.72572,0.15133,0.37904,0.38141,0.20077,0.20077,0.1293,0.1293,0.19908,0.46794,0.17411,0.18632,0.18125,0.19227,0.23218,0.37946,0.41763,0.28202,0.21735,0.1515,0.2794,0.27949,0.11099,0.30427,0.38922,0.23278,0.31878,0.16418,0.15152,0.16952,0.40825,0.19182,0.15132,0.16711,0.31471,0.29695,0.29901,0.31723,0.32154,0.62361,0.57094,0.6181,0.62361,0.53031,0.20077,0.1293,0.20077,0.1293,0.1293,0.24718,0.16285,0.224,0.27604,0.12272,0.22422,0.2121,0.21051,0.20816,0.21105,0.15934,0.16891,0.15881,0.17287,0.16204,0.18682,0.18682,0.18682,0.18612,0.19908,0.32318,0.14084,0.15979,0.16849,0.13494,0.21717,0.81664,0.78651,0.87437,1.0,0.18334,0.13556,0.09741,0.09185,0.22732,0.12703,0.19195,0.16873,0.16784,0.17395,0.16544,0.19908,0.18612,0.16736,0.19078,0.15527,0.1492,0.40234,0.20633,0.15407,0.16418,0.16487,0.16245,0.1605,0.16107,0.14713,0.1428,0.34694,0.14483,0.14879,0.1319,0.17147,0.25609,0.16928,0.22165,0.3224,0.30402,0.31716,0.27991,0.26745,0.16938,0.1692,0.16668,0.18268,0.17454,0.05516,0.25296,0.21484,0.24398,0.2179,0.24225,0.19457,0.19097,0.19144,0.18809,0.16643,0.23218,0.37946,0.41763,0.28202,0.21735,0.33831,0.40041,0.34006,0.35543,0.36041,0.16849,0.14274,0.15979,0.13458,0.13494,0.32616,0.06891,0.06803,0.06779,0.05778,0.05721,0.19298,0.19376,0.21418,0.19721,0.23246
